代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123129,锦鸡转债,121.432,19.06%,3.25,AA-,5.929,140.49,建仓,121.432,0%
128081,海亮转债,137.200,3.87%,2.37,AA,3.978,141.07,建仓,137.200,0%
128100,搜特转债,106.113,11.63%,2.90,A,4.279,117.74,持仓,105.366,0.7%
128087,孚日转债,112.500,18.83%,1.03,AA-,4.049,131.33,持仓,111.840,0.6%
128066,亚泰转债,112.238,20.29%,1.53,AA-,3.381,132.53,持仓,112.212,0.0%
113033,利群转债,107.200,25.45%,1.12,AA,4.334,132.65,持仓,107.030,0.2%
127042,嘉美转债,123.788,11.84%,2.27,AA,5.693,135.63,持仓,124.188,-0.3%
113591,胜达转债,132.860,3.46%,2.53,AA-,4.584,136.32,持仓,131.440,1.1%
110057,现代转债,117.780,18.63%,1.15,AAA,3.334,136.41,持仓,117.600,0.2%
128037,岩土转债,111.711,25.93%,1.20,AA,2.290,137.64,持仓,110.839,0.8%
127028,英特转债,117.100,20.61%,1.72,AA+,5.099,137.71,持仓,116.800,0.3%
113609,永安转债,126.940,11.10%,1.27,AA-,4.984,138.04,持仓,123.650,2.7%
127020,中金转债,122.801,15.57%,1.37,AA+,4.636,138.37,持仓,123.489,-0.6%
113026,核能转债,130.340,8.71%,1.61,AAA,3.373,139.05,持仓,130.410,-0.1%
128106,华统转债,130.441,8.74%,2.89,AA,4.359,139.18,持仓,129.110,1.0%
113505,杭电转债,125.790,13.45%,1.94,AA,2.263,139.24,持仓,124.620,0.9%
110071,湖盐转债,128.900,11.31%,2.59,AA,4.608,140.21,持仓,126.730,1.7%
113610,灵康转债,118.840,21.66%,4.12,AA-,5.000,140.50,持仓,118.560,0.2%
113601,塞力转债,111.790,28.86%,1.87,AA-,4.723,140.65,持仓,112.460,-0.6%
123080,海波转债,130.980,10.47%,2.89,A+,5.005,141.45,持仓,130.176,0.6%
113567,君禾转债,132.780,11.09%,3.56,A+,4.258,143.87,清仓,128.480,3.3%
123063,大禹转债,128.100,15.44%,2.60,AA-,4.658,143.54,清仓,126.436,1.3%
