代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123080,海波转债,126.425,11.67%,2.76,A+,5.044,138.09,建仓,126.425,0%
128100,搜特转债,105.400,10.88%,2.90,A,4.318,116.28,持仓,104.820,0.6%
128066,亚泰转债,111.657,17.48%,1.56,AA-,3.419,129.14,持仓,108.163,3.2%
128087,孚日转债,110.650,19.12%,1.01,AA-,4.088,129.77,持仓,110.051,0.5%
113033,利群转债,106.170,23.84%,1.12,AA,4.373,130.01,持仓,105.630,0.5%
127042,嘉美转债,127.250,6.11%,2.45,AA,5.732,133.36,持仓,127.428,-0.1%
113591,胜达转债,131.240,2.56%,2.52,AA-,4.622,133.80,持仓,128.790,1.9%
113609,永安转债,118.930,16.67%,1.14,AA-,5.022,135.60,持仓,118.740,0.2%
110057,现代转债,116.740,19.31%,1.14,AAA,3.373,136.05,持仓,115.400,1.2%
113607,伟20转债,135.690,0.54%,5.85,AA,4.962,136.23,持仓,136.090,-0.3%
113505,杭电转债,128.650,7.79%,2.09,AA,2.301,136.44,持仓,129.880,-0.9%
128037,岩土转债,111.370,25.09%,1.21,AA,2.329,136.46,持仓,111.741,-0.3%
127020,中金转债,120.233,16.95%,1.32,AA+,4.674,137.18,持仓,120.460,-0.2%
127028,英特转债,117.210,19.98%,1.73,AA+,5.137,137.19,持仓,115.900,1.1%
113601,塞力转债,111.230,26.25%,1.90,AA-,4.762,137.48,持仓,110.950,0.3%
128081,海亮转债,133.003,4.61%,2.28,AA,4.016,137.61,持仓,134.400,-1.0%
113610,灵康转债,117.300,20.67%,4.10,AA-,5.041,137.97,持仓,116.420,0.8%
128106,华统转债,128.995,9.28%,2.85,AA,4.397,138.28,持仓,128.400,0.5%
128085,鸿达转债,135.154,3.21%,1.53,B,4.085,138.36,持仓,135.266,-0.1%
123063,大禹转债,124.052,14.57%,2.54,AA-,4.696,138.62,持仓,124.060,-0.0%
110079,杭银转债,126.620,12.12%,0.99,AAA,5.367,138.74,清仓,126.920,-0.2%
