代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123080,海波转债,130.722,12.55%,2.83,A+,4.890,143.27,建仓,130.722,0%
113601,塞力转债,125.200,18.76%,2.27,AA-,4.608,143.96,建仓,125.200,0%
127020,中金转债,127.268,17.61%,1.39,AA+,4.521,144.88,建仓,127.268,0%
128100,搜特转债,112.257,8.25%,3.16,A,4.164,120.51,持仓,111.300,0.9%
113026,核能转债,129.820,-0.15%,1.75,AAA,3.258,129.67,持仓,130.120,-0.2%
127042,嘉美转债,125.861,9.06%,2.36,AA,5.578,134.92,持仓,125.246,0.5%
113017,吉视转债,125.930,11.00%,1.12,AA+,1.959,136.93,持仓,120.890,4.2%
128081,海亮转债,133.039,5.49%,2.26,AA,3.863,138.53,持仓,133.208,-0.1%
128066,亚泰转债,119.469,20.51%,1.63,AA-,3.266,139.98,持仓,118.728,0.6%
128087,孚日转债,126.229,14.30%,1.20,AA-,3.934,140.53,持仓,126.472,-0.2%
113609,永安转债,132.420,8.25%,1.36,AA-,4.868,140.67,持仓,130.180,1.7%
127028,英特转债,130.200,11.19%,2.10,AA+,4.984,141.39,持仓,127.899,1.8%
110057,现代转债,125.000,16.66%,1.25,AAA,3.219,141.66,持仓,122.980,1.6%
113567,君禾转债,130.360,11.31%,4.30,A+,4.142,141.67,持仓,129.200,0.9%
113610,灵康转债,129.140,12.77%,4.83,AA-,4.888,141.91,持仓,126.760,1.9%
113033,利群转债,114.150,28.03%,1.17,AA,4.219,142.18,持仓,113.680,0.4%
128037,岩土转债,120.062,22.44%,1.33,AA,2.175,142.50,持仓,118.990,0.9%
128044,岭南转债,125.868,17.00%,1.28,AA-,2.592,142.87,持仓,122.601,2.7%
123097,美力转债,132.946,10.84%,2.48,A+,5.044,143.79,持仓,131.662,1.0%
128121,宏川转债,132.495,12.28%,4.62,AA-,4.512,144.78,持仓,132.530,-0.0%
113591,胜达转债,145.150,2.21%,2.82,AA-,4.468,147.36,清仓,140.380,3.4%
113570,百达转债,130.170,15.78%,2.60,A+,4.162,145.95,清仓,128.550,1.3%
127007,湖广转债,163.076,-2.26%,1.59,AA+,2.463,160.82,清仓,139.701,16.7%
