代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127018,本钢转债,121.180,4.70%,1.04,AAA,4.841,125.88,建仓,121.180,0%
113014,林洋转债,129.360,0.72%,1.76,AA,2.170,130.08,建仓,129.360,0%
128063,未来转债,116.931,13.89%,3.30,AA-,3.605,130.82,建仓,116.931,0%
123080,海波转债,122.927,8.17%,2.80,A+,5.268,131.10,建仓,122.927,0%
113549,白电转债,118.800,12.80%,1.52,AA,4.222,131.60,建仓,118.800,0%
128100,搜特转债,101.821,5.07%,1.39,A,4.542,106.89,持仓,100.710,1.1%
128087,孚日转债,105.170,14.86%,1.01,AA-,4.312,120.03,持仓,104.151,1.0%
113033,利群转债,107.070,17.27%,1.13,AA,4.597,124.34,持仓,106.390,0.6%
127020,中金转债,126.950,-0.04%,1.67,AA+,4.899,126.91,持仓,125.110,1.5%
128037,岩土转债,109.000,18.98%,1.25,AA,2.553,127.98,持仓,108.875,0.1%
113609,永安转债,123.270,5.31%,1.32,AA-,5.247,128.58,持仓,123.550,-0.2%
123063,大禹转债,120.190,8.92%,2.64,AA-,4.921,129.11,持仓,120.466,-0.2%
127034,绿茵转债,105.206,24.28%,1.51,AA-,5.677,129.49,持仓,105.100,0.1%
128066,亚泰转债,105.828,24.18%,1.42,AA-,3.644,130.01,持仓,105.119,0.7%
123118,惠城转债,119.270,10.91%,2.74,A+,5.863,130.18,持仓,118.123,1.0%
113591,胜达转债,111.800,19.00%,1.86,AA-,4.847,130.80,持仓,107.330,4.2%
127028,英特转债,107.941,22.88%,1.62,AA+,5.362,130.82,持仓,107.892,0.0%
123097,美力转债,127.085,3.82%,2.56,A+,5.422,130.91,持仓,128.150,-0.8%
128081,海亮转债,125.497,5.65%,2.24,AA,4.241,131.15,持仓,124.400,0.9%
113610,灵康转债,119.410,12.00%,4.66,AA-,5.266,131.41,持仓,118.600,0.7%
123068,弘信转债,128.986,3.00%,5.23,AA-,5.137,131.99,清仓,126.550,1.9%
128057,博彦转债,126.291,5.76%,1.74,AA-,3.526,132.05,清仓,125.264,0.8%
113505,杭电转债,109.830,21.88%,1.55,AA,2.526,131.71,清仓,109.520,0.3%
110057,现代转债,115.230,16.54%,1.19,AAA,3.597,131.77,清仓,114.480,0.7%
123024,岱勒转债,122.440,10.10%,3.19,A+,2.570,132.54,清仓,119.412,2.5%
