代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113601,塞力转债,111.090,26.77%,1.89,AA-,4.701,137.86,建仓,111.090,0%
128100,搜特转债,105.460,10.94%,2.90,A,4.258,116.40,持仓,105.030,0.4%
113591,胜达转债,120.740,3.19%,2.31,AA-,4.562,123.93,持仓,122.430,-1.4%
128087,孚日转债,110.701,19.17%,1.01,AA-,4.027,129.87,持仓,109.190,1.4%
128066,亚泰转债,111.100,19.62%,1.52,AA-,3.359,130.72,持仓,109.751,1.2%
127042,嘉美转债,120.551,10.77%,2.23,AA,5.671,131.32,持仓,120.304,0.2%
113610,灵康转债,123.990,7.72%,4.86,AA-,4.981,131.71,持仓,119.350,3.9%
128037,岩土转债,109.189,22.64%,1.21,AA,2.268,131.83,持仓,108.724,0.4%
113033,利群转债,107.130,25.17%,1.12,AA,4.312,132.30,持仓,104.660,2.4%
127028,英特转债,113.287,20.76%,1.66,AA+,5.077,134.05,持仓,112.343,0.8%
113609,永安转债,125.630,8.97%,1.28,AA-,4.962,134.60,持仓,122.540,2.5%
128075,远东转债,125.650,9.33%,1.12,AA,3.795,134.98,持仓,123.041,2.1%
110057,现代转债,116.200,19.12%,1.13,AAA,3.312,135.32,持仓,115.580,0.5%
113567,君禾转债,128.800,7.92%,3.56,A+,4.236,136.72,持仓,127.300,1.2%
123063,大禹转债,125.392,11.54%,2.64,AA-,4.636,136.93,持仓,123.644,1.4%
113549,白电转债,126.460,10.48%,1.67,AA,3.937,136.94,持仓,125.190,1.0%
128081,海亮转债,134.699,2.69%,2.35,AA,3.956,137.39,持仓,132.700,1.5%
113505,杭电转债,118.920,18.75%,1.75,AA,2.241,137.67,持仓,117.950,0.8%
123080,海波转债,129.466,8.64%,2.90,A+,4.984,138.11,持仓,126.923,2.0%
127020,中金转债,124.338,14.00%,1.40,AA+,4.614,138.34,持仓,122.500,1.5%
128143,锋龙转债,130.080,11.44%,4.25,A+,5.085,141.52,清仓,126.741,2.6%
