代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128143,锋龙转债,111.100,6.90%,3.82,A+,5.529,118.00,建仓,111.100,0%
113568,新春转债,111.460,6.94%,1.46,AA-,4.685,118.40,建仓,111.460,0%
123097,美力转债,114.000,5.00%,2.37,A+,5.581,119.00,建仓,114.000,0%
128013,洪涛转债,109.400,0.32%,1.14,AA-,1.082,109.72,持仓,109.645,-0.2%
128087,孚日转债,102.844,7.88%,1.07,AA-,4.471,110.72,持仓,103.370,-0.5%
128085,鸿达转债,107.200,4.52%,1.40,B,4.468,111.72,持仓,108.010,-0.7%
113033,利群转债,100.910,13.18%,1.10,AA,4.756,114.09,持仓,101.090,-0.2%
110071,湖盐转债,108.000,7.67%,2.17,AA,5.030,115.67,持仓,108.710,-0.7%
113609,永安转债,113.870,2.72%,1.24,AA-,5.405,116.59,持仓,115.490,-1.4%
128081,海亮转债,112.000,4.86%,2.01,AA,4.400,116.86,持仓,110.753,1.1%
113610,灵康转债,106.730,10.32%,3.92,AA-,5.425,117.05,持仓,106.660,0.1%
127035,濮耐转债,106.313,11.60%,1.40,AA,4.907,117.91,持仓,107.125,-0.8%
111000,起帆转债,108.800,9.49%,2.80,AA-,5.904,118.29,持仓,109.310,-0.5%
127028,英特转债,108.661,9.73%,1.82,AA+,5.521,118.39,持仓,109.210,-0.5%
123063,大禹转债,115.200,3.42%,2.58,AA-,5.079,118.62,持仓,114.240,0.8%
123086,海兰转债,110.880,8.00%,2.77,AA-,5.452,118.88,持仓,111.871,-0.9%
127033,中装转2,106.052,13.07%,1.26,AA,5.797,119.12,持仓,106.320,-0.3%
113048,晶科转债,110.950,8.19%,1.43,AA,5.816,119.14,持仓,109.220,1.6%
123082,北陆转债,110.557,8.71%,2.48,A+,5.441,119.27,持仓,111.307,-0.7%
128037,岩土转债,107.738,11.66%,1.33,AA,2.712,119.40,持仓,107.049,0.6%
113505,杭电转债,105.680,15.65%,1.57,AA,2.685,121.33,清仓,106.300,-0.6%
123087,明电转债,109.982,10.18%,3.03,AA-,5.463,120.16,清仓,110.801,-0.7%
128082,华锋转债,114.720,5.27%,1.72,A,4.433,119.99,清仓,114.929,-0.2%
