代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128037,岩土转债,106.598,20.16%,1.20,AA,2.619,126.76,建仓,106.598,0%
113591,胜达转债,104.320,23.82%,1.67,AA-,4.912,128.14,建仓,104.320,0%
110057,现代转债,111.300,17.03%,1.15,AAA,3.663,128.33,建仓,111.300,0%
113541,荣晟转债,120.800,7.60%,1.83,AA-,3.973,128.40,建仓,120.800,0%
113033,利群转债,102.090,10.79%,1.14,AA,4.663,112.88,持仓,100.050,2.0%
128087,孚日转债,100.797,12.84%,1.00,AA-,4.378,113.64,持仓,100.020,0.8%
128085,鸿达转债,119.074,0.77%,1.61,B,4.375,119.84,持仓,119.584,-0.4%
113610,灵康转债,115.030,6.84%,4.37,AA-,5.332,121.87,持仓,116.660,-1.4%
127034,绿茵转债,105.002,17.53%,1.61,AA-,5.742,122.53,持仓,104.088,0.9%
113609,永安转债,111.450,12.00%,1.11,AA-,5.312,123.45,持仓,109.530,1.8%
127028,英特转债,107.500,16.17%,1.71,AA+,5.427,123.67,持仓,106.779,0.7%
123063,大禹转债,115.736,8.97%,2.46,AA-,4.986,124.71,持仓,114.635,1.0%
123082,北陆转债,111.109,13.82%,2.36,A+,5.348,124.93,持仓,110.698,0.4%
110071,湖盐转债,120.210,4.92%,2.51,AA,4.937,125.13,持仓,116.760,3.0%
127035,濮耐转债,113.500,11.73%,1.50,AA,4.814,125.23,持仓,112.111,1.2%
123097,美力转债,120.500,5.09%,2.49,A+,5.488,125.59,持仓,117.333,2.7%
128066,亚泰转债,101.561,24.54%,1.26,AA-,3.710,126.10,持仓,100.983,0.6%
123118,惠城转债,116.457,9.91%,2.70,A+,5.929,126.37,持仓,115.299,1.0%
113039,嘉泽转债,122.070,4.55%,2.50,AA,5.060,126.62,持仓,121.920,0.1%
128081,海亮转债,122.905,4.56%,2.21,AA,4.307,127.47,持仓,121.051,1.5%
113508,新凤转债,129.950,-0.84%,2.28,AA,2.732,129.11,清仓,121.380,7.1%
128141,旺能转债,115.312,13.25%,1.40,AA,5.375,128.56,清仓,113.880,1.3%
128100,搜特转债,89.423,57.16%,1.46,A,4.608,146.58,清仓,79.370,12.7%
123080,海波转债,130.000,-0.17%,3.28,A+,5.334,129.83,清仓,114.809,13.2%
