代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113549,白电转债,115.110,10.59%,1.50,AA,4.285,125.70,建仓,115.110,0%
127020,中金转债,117.524,10.37%,1.40,AA+,4.962,127.89,建仓,117.524,0%
128090,汽模转2,110.600,17.55%,1.79,AA-,4.403,128.15,建仓,110.600,0%
123086,海兰转债,121.438,6.88%,3.06,AA-,5.356,128.32,建仓,121.438,0%
111000,起帆转债,115.680,12.77%,2.89,AA-,5.808,128.45,建仓,115.680,0%
128087,孚日转债,102.400,13.78%,1.01,AA-,4.375,116.18,持仓,100.797,1.6%
113033,利群转债,103.020,13.73%,1.12,AA,4.660,116.75,持仓,102.090,0.9%
128085,鸿达转债,117.121,2.45%,1.56,B,4.373,119.57,持仓,119.074,-1.6%
127028,英特转债,109.706,11.71%,1.81,AA+,5.425,121.42,持仓,107.500,2.1%
127034,绿茵转债,105.105,16.91%,1.62,AA-,5.740,122.02,持仓,105.002,0.1%
113610,灵康转债,118.420,4.69%,4.59,AA-,5.329,123.11,持仓,115.030,2.9%
113609,永安转债,112.900,10.49%,1.15,AA-,5.310,123.39,持仓,111.450,1.3%
123082,北陆转债,113.353,10.96%,2.48,A+,5.345,124.31,持仓,111.109,2.0%
123063,大禹转债,116.860,8.13%,2.50,AA-,4.984,124.99,持仓,115.736,1.0%
123097,美力转债,122.596,2.59%,2.59,A+,5.485,125.19,持仓,120.500,1.7%
110071,湖盐转债,120.680,5.05%,2.52,AA,4.934,125.73,持仓,120.210,0.4%
127035,濮耐转债,113.950,12.68%,1.49,AA,4.811,126.63,持仓,113.500,0.4%
128037,岩土转债,106.896,20.07%,1.21,AA,2.616,126.97,持仓,106.598,0.3%
110057,现代转债,112.680,15.16%,1.18,AAA,3.660,127.84,持仓,111.300,1.2%
128066,亚泰转债,102.613,25.49%,1.27,AA-,3.707,128.10,持仓,101.561,1.0%
113591,胜达转债,104.950,24.41%,1.67,AA-,4.910,129.36,清仓,104.320,0.6%
113541,荣晟转债,122.700,7.26%,1.87,AA-,3.970,129.96,清仓,120.800,1.6%
123118,惠城转债,118.420,12.44%,2.69,A+,5.926,130.86,清仓,115.299,2.7%
113039,嘉泽转债,123.250,5.30%,2.51,AA,5.058,128.55,清仓,121.920,1.1%
128081,海亮转债,123.171,5.53%,2.20,AA,4.304,128.70,清仓,121.051,1.8%
