代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
110083,苏租转债,117.660,24.80%,1.11,AAA,5.852,142.46,建仓,117.660,0%
113609,永安转债,135.910,6.97%,1.41,AA-,4.888,142.88,建仓,135.910,0%
127034,绿茵转债,107.471,35.63%,1.40,AA-,5.318,143.10,建仓,107.471,0%
123118,惠城转债,122.610,20.50%,2.45,A+,5.504,143.11,建仓,122.610,0%
128100,搜特转债,108.494,10.54%,2.99,A,4.184,119.03,持仓,108.616,-0.1%
113017,吉视转债,116.710,14.15%,1.01,AA+,1.978,130.86,持仓,115.670,0.9%
113591,胜达转债,130.620,4.59%,2.46,AA-,4.488,135.21,持仓,129.920,0.5%
127042,嘉美转债,127.449,8.14%,2.41,AA,5.597,135.59,持仓,125.890,1.2%
128037,岩土转债,116.336,20.22%,1.31,AA,2.195,136.56,持仓,115.044,1.1%
128066,亚泰转债,117.882,18.90%,1.63,AA-,3.285,136.78,持仓,116.763,1.0%
128087,孚日转债,122.924,15.00%,1.16,AA-,3.953,137.92,持仓,118.483,3.7%
113033,利群转债,111.510,26.49%,1.15,AA,4.238,138.00,持仓,110.370,1.0%
128081,海亮转债,133.949,4.84%,2.29,AA,3.882,138.79,持仓,134.023,-0.1%
123080,海波转债,127.701,11.52%,2.79,A+,4.910,139.22,持仓,126.725,0.8%
113610,灵康转债,128.220,11.06%,4.87,AA-,4.907,139.28,持仓,125.310,2.3%
127028,英特转债,128.000,11.99%,2.05,AA+,5.000,139.99,持仓,125.297,2.2%
128044,岭南转债,121.421,18.99%,1.21,AA-,2.611,140.41,持仓,121.560,-0.1%
113567,君禾转债,130.280,10.54%,4.33,A+,4.162,140.82,持仓,129.500,0.6%
113570,百达转债,128.290,12.95%,2.63,A+,4.181,141.24,持仓,127.840,0.4%
127020,中金转债,124.084,17.25%,1.36,AA+,4.540,141.33,持仓,123.303,0.6%
128127,文科转债,112.987,28.53%,0.98,AA-,4.625,141.52,清仓,113.025,-0.0%
128075,远东转债,131.076,12.56%,1.13,AA,3.721,143.64,清仓,129.403,1.3%
123063,大禹转债,135.400,7.74%,2.95,AA-,4.562,143.14,清仓,132.712,2.0%
123097,美力转债,133.600,9.53%,2.52,A+,5.063,143.13,清仓,132.502,0.8%
