代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127020,中金转债,113.050,9.50%,1.35,AA+,5.000,122.55,建仓,113.050,0%
127035,濮耐转债,110.300,13.11%,1.44,AA,4.849,123.41,建仓,110.300,0%
128037,岩土转债,107.450,16.46%,1.25,AA,2.655,123.91,建仓,107.450,0%
128013,洪涛转债,107.048,3.91%,1.08,A-,1.025,110.96,持仓,106.900,0.1%
128085,鸿达转债,112.470,0.40%,1.52,B,4.411,112.87,持仓,110.302,2.0%
128087,孚日转债,103.089,10.46%,1.05,AA-,4.414,113.55,持仓,103.297,-0.2%
113033,利群转债,100.880,12.97%,1.10,AA,4.699,113.85,持仓,100.830,0.0%
110071,湖盐转债,113.130,6.29%,2.34,AA,4.973,119.42,持仓,113.100,0.0%
127034,绿茵转债,106.300,14.04%,1.68,AA-,5.778,120.34,持仓,106.951,-0.6%
113609,永安转债,116.480,3.87%,1.26,AA-,5.348,120.35,持仓,116.660,-0.2%
113549,白电转债,109.890,11.02%,1.43,AA,4.323,120.91,持仓,108.430,1.3%
123087,明电转债,109.310,12.26%,2.95,AA-,5.405,121.57,持仓,108.686,0.6%
113039,嘉泽转债,116.850,4.74%,2.39,AA,5.096,121.59,持仓,117.400,-0.5%
113610,灵康转债,117.260,4.62%,4.54,AA-,5.367,121.88,持仓,118.400,-1.0%
127028,英特转债,108.285,13.63%,1.76,AA+,5.463,121.91,持仓,108.180,0.1%
128081,海亮转债,114.464,7.48%,2.01,AA,4.342,121.94,持仓,115.703,-1.1%
123082,北陆转债,112.180,10.67%,2.45,A+,5.384,122.85,持仓,112.023,0.1%
128141,旺能转债,114.987,8.27%,1.46,AA,5.411,123.26,持仓,115.317,-0.3%
128066,亚泰转债,103.100,20.22%,1.33,AA-,3.745,123.32,持仓,102.671,0.4%
123097,美力转债,117.780,5.60%,2.42,A+,5.523,123.38,持仓,115.921,1.6%
123096,思创转债,112.300,12.43%,2.25,AA-,5.521,124.73,清仓,113.190,-0.8%
123086,海兰转债,123.879,3.64%,3.22,AA-,5.395,127.52,清仓,116.918,6.0%
111000,起帆转债,113.820,10.74%,2.90,AA-,5.847,124.56,清仓,113.680,0.1%
