代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128082,华锋转债,116.140,1.96%,1.79,A+,4.504,118.10,建仓,116.140,0%
113568,新春转债,109.660,9.05%,1.43,AA-,4.756,118.71,建仓,109.660,0%
128066,亚泰转债,103.160,15.86%,1.44,AA-,3.874,119.02,建仓,103.160,0%
128013,洪涛转债,106.393,4.14%,1.06,AA-,1.153,110.53,持仓,106.251,0.1%
113033,利群转债,99.990,12.69%,1.10,AA,4.827,112.68,持仓,99.750,0.2%
128087,孚日转债,103.689,9.02%,1.07,AA,4.542,112.71,持仓,103.380,0.3%
127033,中装转2,101.019,11.80%,1.22,AA,5.868,112.82,持仓,100.998,0.0%
128085,鸿达转债,115.043,-0.45%,1.52,BB,4.540,114.59,持仓,112.959,1.8%
127034,绿茵转债,105.164,9.87%,1.72,AA-,5.907,115.03,持仓,104.537,0.6%
127028,英特转债,112.436,3.33%,2.00,AA+,5.592,115.77,持仓,112.357,0.1%
113610,灵康转债,108.060,7.93%,4.06,AA-,5.496,115.99,持仓,107.980,0.1%
113039,嘉泽转债,105.220,10.80%,1.94,AA,5.225,116.02,持仓,105.190,0.0%
128081,海亮转债,110.887,5.69%,1.98,AA,4.471,116.58,持仓,110.870,0.0%
113591,胜达转债,106.180,10.70%,1.92,AA-,5.077,116.88,持仓,106.010,0.2%
123080,海波转债,112.822,4.52%,2.72,A+,5.499,117.34,持仓,112.495,0.3%
110057,现代转债,116.740,2.63%,1.38,AAA,3.827,119.37,清仓,116.280,0.4%
123089,九洲转2,120.210,-0.03%,1.53,AA-,5.553,120.18,清仓,115.625,4.0%
123097,美力转债,111.869,7.28%,2.27,A+,5.652,119.15,清仓,108.620,3.0%
