代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113609,永安转债,116.750,1.27%,1.29,AA-,5.384,118.02,建仓,116.750,0%
123082,北陆转债,108.927,9.42%,2.41,A+,5.419,118.35,建仓,108.927,0%
123080,海波转债,111.844,7.66%,2.62,A+,5.405,119.50,建仓,111.844,0%
128013,洪涛转债,107.100,1.01%,1.11,A-,1.060,108.11,持仓,106.949,0.1%
128087,孚日转债,102.856,6.40%,1.09,AA-,4.449,109.26,持仓,102.730,0.1%
128085,鸿达转债,104.975,6.61%,1.34,B,4.447,111.58,持仓,104.890,0.1%
113033,利群转债,100.070,12.24%,1.10,AA,4.734,112.31,持仓,99.920,0.2%
110071,湖盐转债,107.100,9.27%,2.15,AA,5.008,116.37,持仓,106.550,0.5%
127028,英特转债,107.180,9.64%,1.80,AA+,5.499,116.82,持仓,107.104,0.1%
128081,海亮转债,111.724,5.21%,2.00,AA,4.378,116.93,持仓,111.554,0.2%
127035,濮耐转债,106.070,11.88%,1.40,AA,4.885,117.95,持仓,106.132,-0.1%
111000,起帆转债,109.310,8.78%,2.83,AA-,5.882,118.09,持仓,107.890,1.3%
113610,灵康转债,111.080,7.22%,4.20,AA-,5.403,118.30,持仓,110.060,0.9%
123087,明电转债,109.108,9.30%,3.03,AA-,5.441,118.41,持仓,107.390,1.6%
123086,海兰转债,110.256,8.37%,2.75,AA-,5.430,118.63,持仓,108.501,1.6%
127033,中装转2,106.688,12.04%,1.28,AA,5.775,118.73,持仓,105.851,0.8%
128057,博彦转债,118.208,0.58%,1.70,AA-,3.663,118.79,持仓,117.523,0.6%
113568,新春转债,116.150,2.76%,1.58,AA-,4.663,118.91,持仓,113.300,2.5%
123097,美力转债,116.738,2.57%,2.48,A+,5.559,119.31,持仓,116.038,0.6%
113549,白电转债,106.490,12.84%,1.38,AA,4.359,119.33,持仓,105.910,0.5%
128082,华锋转债,120.726,0.20%,1.90,A,4.411,120.93,清仓,118.947,1.5%
127034,绿茵转债,101.679,17.86%,1.55,AA-,5.814,119.54,清仓,101.604,0.1%
123089,九洲转2,119.694,1.65%,1.50,AA-,5.458,121.34,清仓,117.559,1.8%
