代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123118,惠城转债,117.580,20.53%,2.35,A+,5.636,138.11,建仓,117.580,0%
128100,搜特转债,103.727,10.55%,2.86,A,4.315,114.28,持仓,105.400,-1.6%
128087,孚日转债,109.860,18.27%,1.01,AA-,4.085,128.13,持仓,110.650,-0.7%
113033,利群转债,105.470,23.63%,1.12,AA,4.370,129.10,持仓,106.170,-0.7%
128066,亚泰转债,110.495,19.66%,1.51,AA-,3.416,130.16,持仓,111.657,-1.0%
127042,嘉美转债,125.303,7.44%,2.38,AA,5.729,132.74,持仓,127.250,-1.5%
113591,胜达转债,130.650,2.19%,2.52,AA-,4.619,132.84,持仓,131.240,-0.4%
113505,杭电转债,129.630,4.89%,2.17,AA,2.299,134.52,持仓,128.650,0.8%
113609,永安转债,120.290,14.26%,1.17,AA-,5.019,134.55,持仓,118.930,1.1%
127028,英特转债,116.160,19.00%,1.73,AA+,5.134,135.16,持仓,117.210,-0.9%
113610,灵康转债,116.160,19.07%,4.12,AA-,5.038,135.23,持仓,117.300,-1.0%
110057,现代转债,115.980,20.02%,1.12,AAA,3.370,136.00,持仓,116.740,-0.7%
128037,岩土转债,110.541,25.99%,1.19,AA,2.326,136.53,持仓,111.370,-0.7%
127020,中金转债,119.867,17.59%,1.31,AA+,4.671,137.46,持仓,120.233,-0.3%
113607,伟20转债,135.710,1.95%,5.77,AA,4.959,137.66,持仓,135.690,0.0%
128085,鸿达转债,134.894,2.82%,1.53,B,4.082,137.71,持仓,135.154,-0.2%
128081,海亮转债,133.252,4.63%,2.28,AA,4.014,137.88,持仓,133.003,0.2%
123063,大禹转债,123.098,15.00%,2.52,AA-,4.693,138.10,持仓,124.052,-0.8%
123080,海波转债,129.641,8.94%,2.90,A+,5.041,138.58,持仓,126.425,2.5%
128106,华统转债,129.439,9.76%,2.84,AA,4.395,139.20,持仓,128.995,0.3%
113601,塞力转债,109.710,31.00%,1.80,AA-,4.759,140.71,清仓,110.950,-1.1%
