代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113505,杭电转债,111.990,20.68%,1.59,AA,2.507,132.67,建仓,111.990,0%
123024,岱勒转债,123.720,9.78%,3.30,A+,2.551,133.50,建仓,123.720,0%
123062,三超转债,124.099,9.41%,3.13,A,4.899,133.51,建仓,124.099,0%
128100,搜特转债,107.000,9.02%,2.02,A,4.523,116.02,持仓,105.012,1.9%
128087,孚日转债,106.852,15.59%,1.02,AA-,4.293,122.44,持仓,105.900,0.9%
113033,利群转债,106.490,17.93%,1.20,AA,4.578,124.42,持仓,105.900,0.6%
128066,亚泰转债,107.157,22.03%,1.46,AA-,3.625,129.19,持仓,106.412,0.7%
128063,未来转债,120.897,8.53%,3.56,AA-,3.586,129.43,持仓,119.298,1.3%
127018,本钢转债,129.300,0.33%,1.08,AAA,4.822,129.63,持仓,125.850,2.7%
113609,永安转债,121.460,8.73%,1.26,AA-,5.227,130.19,持仓,119.120,2.0%
127034,绿茵转债,107.000,23.91%,1.54,AA-,5.658,130.91,持仓,106.000,0.9%
128037,岩土转债,112.900,18.24%,1.30,AA,2.534,131.14,持仓,110.799,1.9%
113591,胜达转债,115.670,16.46%,1.97,AA-,4.827,132.13,持仓,116.550,-0.8%
123118,惠城转债,119.856,12.31%,2.76,A+,5.844,132.17,持仓,119.002,0.7%
127020,中金转债,130.158,2.14%,1.68,AA+,4.879,132.30,持仓,127.124,2.4%
123097,美力转债,122.650,9.75%,2.33,A+,5.403,132.40,持仓,121.000,1.4%
127028,英特转债,109.999,22.73%,1.62,AA+,5.342,132.73,持仓,109.142,0.8%
113610,灵康转债,117.160,15.68%,4.42,AA-,5.247,132.84,持仓,116.930,0.2%
123063,大禹转债,121.000,12.39%,2.58,AA-,4.901,133.39,持仓,121.146,-0.1%
123080,海波转债,123.714,9.95%,2.77,A+,5.249,133.66,持仓,120.860,2.4%
123073,同和转债,119.299,14.58%,3.74,A+,5.148,133.88,清仓,120.500,-1.0%
113549,白电转债,119.450,14.77%,1.52,AA,4.203,134.22,清仓,116.620,2.4%
128057,博彦转债,128.214,6.32%,1.75,AA-,3.507,134.53,清仓,126.505,1.4%
