代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127034,绿茵转债,104.496,25.72%,1.48,AA-,5.559,130.22,建仓,104.496,0%
128143,锋龙转债,121.490,10.16%,4.05,A+,5.252,131.65,建仓,121.490,0%
128100,搜特转债,104.573,7.22%,2.00,A,4.425,111.79,持仓,102.907,1.6%
128087,孚日转债,105.997,14.11%,1.03,AA-,4.195,120.11,持仓,104.561,1.4%
113033,利群转债,105.720,16.90%,1.21,AA,4.479,122.62,持仓,103.870,1.8%
127042,嘉美转债,118.800,5.97%,2.42,AA,5.838,124.77,持仓,115.590,2.8%
113591,胜达转债,116.170,8.72%,2.12,AA-,4.729,124.89,持仓,115.540,0.5%
127027,靖远转债,125.632,0.69%,1.10,AA+,5.173,126.32,持仓,121.218,3.6%
128037,岩土转债,110.619,16.64%,1.29,AA,2.436,127.26,持仓,108.701,1.8%
128066,亚泰转债,104.933,22.51%,1.42,AA-,3.526,127.44,持仓,104.490,0.4%
127020,中金转债,120.342,7.35%,1.48,AA+,4.781,127.69,持仓,119.050,1.1%
113628,晨丰转债,109.310,19.36%,1.83,A,5.877,128.67,持仓,108.450,0.8%
123082,北陆转债,116.000,12.68%,2.44,A+,5.164,128.68,持仓,114.544,1.3%
113609,永安转债,113.440,15.68%,1.10,AA-,5.129,129.12,持仓,112.090,1.2%
113610,灵康转债,113.870,15.35%,4.32,AA-,5.148,129.22,持仓,112.550,1.2%
127028,英特转债,108.410,20.95%,1.62,AA+,5.244,129.36,持仓,107.699,0.7%
113607,伟20转债,129.000,0.67%,6.06,AA,5.068,129.67,持仓,127.360,1.3%
128133,奇正转债,122.924,7.57%,5.26,AA,4.956,130.49,持仓,121.801,0.9%
128081,海亮转债,125.246,6.37%,2.17,AA,4.123,131.62,持仓,123.400,1.5%
123118,惠城转债,116.500,15.22%,2.62,A+,5.745,131.72,持仓,115.100,1.2%
113505,杭电转债,121.660,12.74%,1.85,AA,2.408,134.40,清仓,116.350,4.6%
128106,华统转债,130.472,2.82%,2.88,AA,4.504,133.29,清仓,121.793,7.1%
