代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
110047,山鹰转债,123.180,7.83%,1.06,AA+,3.162,131.01,建仓,123.180,0%
128040,华通转债,115.955,15.50%,1.61,AA,2.721,131.45,建仓,115.955,0%
128100,搜特转债,106.171,6.83%,2.03,A,4.463,113.00,持仓,107.003,-0.8%
128087,孚日转债,106.320,13.37%,1.04,AA-,4.233,119.69,持仓,105.612,0.7%
113033,利群转债,104.630,16.79%,1.19,AA,4.518,121.42,持仓,103.690,0.9%
128066,亚泰转债,105.080,20.85%,1.44,AA-,3.564,125.93,持仓,104.669,0.4%
113628,晨丰转债,108.600,17.41%,1.85,A,5.915,126.01,持仓,108.600,0.0%
127042,嘉美转债,121.360,4.97%,2.50,AA,5.877,126.33,持仓,121.010,0.3%
127018,本钢转债,124.980,1.52%,1.03,AAA,4.762,126.50,持仓,126.760,-1.4%
127027,靖远转债,120.905,6.12%,1.00,AA+,5.211,127.03,持仓,123.323,-2.0%
127028,英特转债,107.989,19.39%,1.63,AA+,5.282,127.38,持仓,107.820,0.2%
127020,中金转债,125.300,2.87%,1.60,AA+,4.819,128.17,持仓,127.385,-1.6%
127034,绿茵转债,105.441,22.92%,1.53,AA-,5.597,128.36,持仓,104.745,0.7%
113609,永安转债,113.770,14.75%,1.11,AA-,5.167,128.52,持仓,113.930,-0.1%
113610,灵康转债,112.960,15.64%,4.27,AA-,5.186,128.60,持仓,113.790,-0.7%
128037,岩土转债,113.828,15.32%,1.34,AA,2.474,129.15,持仓,112.685,1.0%
110057,现代转债,116.680,13.09%,1.23,AAA,3.518,129.77,持仓,116.720,-0.0%
123082,北陆转债,120.428,10.51%,2.58,A+,5.203,130.94,持仓,119.525,0.8%
113591,胜达转债,117.660,13.52%,2.06,AA-,4.767,131.18,持仓,115.150,2.2%
123097,美力转债,118.540,12.83%,2.19,A+,5.342,131.37,持仓,119.420,-0.7%
127043,川恒转债,183.502,-3.28%,6.37,AA-,5.882,180.22,清仓,130.000,41.2%
113570,百达转债,117.990,15.64%,2.31,A+,4.460,133.63,清仓,116.780,1.0%
