代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123120,隆华转债,130.000,-17.04%,3.98,AA-,5.934,112.96,建仓,130.000,0%
113570,百达转债,117.990,10.30%,2.39,A+,4.548,128.29,建仓,117.990,0%
113591,胜达转债,105.140,23.46%,1.69,AA-,4.855,128.60,建仓,105.140,0%
128100,搜特转债,101.281,9.39%,1.34,A,4.551,110.67,持仓,101.260,0.0%
113033,利群转债,105.920,16.01%,1.13,AA,4.605,121.93,持仓,105.750,0.2%
127020,中金转债,120.962,3.33%,1.54,AA+,4.907,124.29,持仓,120.402,0.5%
128081,海亮转债,119.301,5.58%,2.13,AA,4.249,124.88,持仓,118.500,0.7%
127034,绿茵转债,103.530,22.30%,1.51,AA-,5.685,125.83,持仓,103.430,0.1%
113609,永安转债,116.960,9.21%,1.22,AA-,5.255,126.17,持仓,116.700,0.2%
113610,灵康转债,119.420,8.00%,4.48,AA-,5.274,127.42,持仓,118.180,1.0%
123097,美力转债,124.931,2.50%,2.64,A+,5.430,127.43,持仓,121.456,2.9%
128037,岩土转债,107.131,20.33%,1.21,AA,2.562,127.46,持仓,106.921,0.2%
128066,亚泰转债,104.000,23.60%,1.40,AA-,3.652,127.60,持仓,103.057,0.9%
123063,大禹转债,123.115,4.88%,2.71,AA-,4.929,127.99,持仓,121.700,1.2%
123080,海波转债,124.400,4.01%,2.94,A+,5.277,128.41,持仓,123.959,0.4%
127028,英特转债,108.094,20.60%,1.65,AA+,5.370,128.69,持仓,106.801,1.2%
123118,惠城转债,116.040,12.81%,2.62,A+,5.871,128.85,持仓,113.924,1.9%
123082,北陆转债,114.970,13.93%,2.39,A+,5.290,128.90,持仓,114.219,0.7%
123106,正丹转债,121.399,7.62%,2.77,AA-,5.584,129.02,持仓,119.031,2.0%
113048,晶科转债,133.780,-4.42%,1.81,AA,5.666,129.36,持仓,131.700,1.6%
123024,岱勒转债,119.280,10.87%,3.08,A+,2.578,130.15,清仓,114.231,4.4%
128141,旺能转债,119.290,10.82%,1.48,AA,5.318,130.11,清仓,119.204,0.1%
113549,白电转债,114.910,14.78%,1.45,AA,4.230,129.69,清仓,113.520,1.2%
