代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128087,孚日转债,103.270,14.74%,1.00,AA-,4.318,118.01,建仓,103.270,0%
123024,岱勒转债,119.412,10.47%,3.10,A+,2.575,129.88,建仓,119.412,0%
128100,搜特转债,101.145,8.51%,1.34,A,4.548,109.66,持仓,101.281,-0.1%
113033,利群转债,105.860,16.13%,1.13,AA,4.603,121.99,持仓,105.920,-0.1%
127020,中金转债,122.859,1.94%,1.59,AA+,4.904,124.80,持仓,120.962,1.6%
128081,海亮转债,119.157,5.83%,2.12,AA,4.247,124.99,持仓,119.301,-0.1%
127034,绿茵转债,103.910,22.52%,1.51,AA-,5.682,126.43,持仓,103.530,0.4%
128037,岩土转债,107.800,20.21%,1.22,AA,2.559,128.01,持仓,107.131,0.6%
113609,永安转债,117.970,10.21%,1.22,AA-,5.252,128.18,持仓,116.960,0.9%
127028,英特转债,107.898,20.79%,1.65,AA+,5.367,128.69,持仓,108.094,-0.2%
128066,亚泰转债,104.690,24.26%,1.40,AA-,3.649,128.95,持仓,104.000,0.7%
123082,北陆转债,115.485,13.68%,2.41,A+,5.288,129.16,持仓,114.970,0.4%
113591,胜达转债,105.870,23.49%,1.70,AA-,4.852,129.36,持仓,105.140,0.7%
123063,大禹转债,121.272,8.27%,2.59,AA-,4.926,129.54,持仓,123.115,-1.5%
113570,百达转债,118.820,10.81%,2.40,A+,4.545,129.63,持仓,117.990,0.7%
123080,海波转债,124.778,5.09%,2.92,A+,5.274,129.87,持仓,124.400,0.3%
123118,惠城转债,117.320,12.58%,2.66,A+,5.868,129.90,持仓,116.040,1.1%
113610,灵康转债,118.080,12.09%,4.60,AA-,5.271,130.17,持仓,119.420,-1.1%
123106,正丹转债,123.852,6.52%,2.86,AA-,5.581,130.37,持仓,121.399,2.0%
123097,美力转债,126.450,4.03%,2.53,A+,5.427,130.48,持仓,124.931,1.2%
123120,隆华转债,169.401,7.66%,4.00,AA-,5.932,177.06,清仓,130.000,30.3%
113048,晶科转债,139.130,-4.09%,1.89,AA,5.663,135.04,清仓,131.700,5.6%
