代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113600,新星转债,123.120,-1.89%,2.87,AA-,4.836,121.23,建仓,123.120,0%
128081,海亮转债,123.604,4.88%,2.17,AA,4.112,128.48,建仓,123.604,0%
110077,洪城转债,126.460,2.11%,1.46,AA+,5.107,128.57,建仓,126.460,0%
128100,搜特转债,104.013,5.31%,2.03,A,4.414,109.32,持仓,104.831,-0.8%
113549,白电转债,118.530,1.72%,1.73,AA,4.093,120.25,持仓,125.070,-5.2%
127027,靖远转债,124.920,-3.93%,1.11,AA+,5.162,120.99,持仓,128.659,-2.9%
128087,孚日转债,105.650,15.39%,1.01,AA-,4.184,121.04,持仓,105.980,-0.3%
113033,利群转债,104.650,16.45%,1.20,AA,4.468,121.10,持仓,104.940,-0.3%
127042,嘉美转债,118.900,3.21%,2.49,AA,5.827,122.11,持仓,120.373,-1.2%
113607,伟20转债,124.890,0.79%,5.85,AA,5.058,125.68,持仓,126.860,-1.6%
113505,杭电转债,113.710,12.13%,1.74,AA,2.397,125.84,持仓,116.550,-2.4%
127020,中金转债,117.871,8.07%,1.47,AA+,4.770,125.94,持仓,120.821,-2.4%
127028,英特转债,107.730,18.51%,1.64,AA+,5.233,126.24,持仓,108.904,-1.1%
128066,亚泰转债,104.700,22.08%,1.42,AA-,3.515,126.78,持仓,104.960,-0.2%
128037,岩土转债,108.801,18.34%,1.25,AA,2.425,127.14,持仓,109.899,-1.0%
113026,核能转债,120.700,6.57%,1.56,AAA,3.507,127.27,持仓,125.470,-3.8%
113591,胜达转债,121.450,5.97%,2.27,AA-,4.718,127.42,持仓,120.200,1.0%
113610,灵康转债,115.820,12.29%,4.55,AA-,5.137,128.11,持仓,115.870,-0.0%
128106,华统转债,124.989,3.19%,2.75,AA,4.493,128.18,持仓,126.520,-1.2%
123073,同和转债,122.229,5.99%,4.14,A+,5.038,128.22,持仓,123.815,-1.3%
128141,旺能转债,119.553,10.11%,1.52,AA,5.181,129.66,清仓,125.210,-4.5%
113628,晨丰转债,109.350,21.74%,1.79,A,5.866,131.09,清仓,109.620,-0.2%
123082,北陆转债,115.744,13.81%,2.41,A+,5.153,129.55,清仓,121.594,-4.8%
