代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113535,大业转债,122.760,17.50%,1.98,AA,2.356,140.26,建仓,122.760,0%
128100,搜特转债,108.730,10.08%,2.99,A,4.197,118.81,持仓,108.496,0.2%
113591,胜达转债,128.250,5.49%,2.40,AA-,4.501,133.74,持仓,127.690,0.4%
127042,嘉美转债,124.624,9.75%,2.33,AA,5.611,134.37,持仓,124.512,0.1%
113610,灵康转债,123.770,11.35%,4.69,AA-,4.921,135.12,持仓,124.980,-1.0%
113033,利群转债,110.520,25.56%,1.15,AA,4.252,136.08,持仓,110.650,-0.1%
128037,岩土转债,114.343,21.81%,1.27,AA,2.208,136.15,持仓,113.756,0.5%
128087,孚日转债,118.000,18.26%,1.08,AA-,3.967,136.26,持仓,116.725,1.1%
128066,亚泰转债,117.500,19.30%,1.62,AA-,3.299,136.80,持仓,116.850,0.6%
128081,海亮转债,132.983,4.42%,2.28,AA,3.896,137.40,持仓,133.072,-0.1%
127028,英特转债,124.720,12.86%,1.98,AA+,5.016,137.58,持仓,125.543,-0.7%
113567,君禾转债,129.070,9.59%,4.32,A+,4.175,138.66,持仓,130.220,-0.9%
123080,海波转债,127.046,12.13%,2.76,A+,4.923,139.18,持仓,126.000,0.8%
123063,大禹转债,132.712,6.84%,2.92,AA-,4.575,139.55,持仓,129.888,2.2%
113570,百达转债,127.880,11.89%,2.64,A+,4.195,139.77,持仓,126.800,0.9%
128044,岭南转债,121.105,19.02%,1.21,AA-,2.625,140.12,持仓,121.600,-0.4%
127020,中金转债,123.805,16.51%,1.37,AA+,4.553,140.31,持仓,123.740,0.1%
123097,美力转债,132.502,8.15%,2.53,A+,5.077,140.65,持仓,131.900,0.5%
113609,永安转债,135.780,4.91%,1.44,AA-,4.901,140.69,持仓,136.520,-0.5%
110057,现代转债,121.030,19.69%,1.18,AAA,3.252,140.72,持仓,122.090,-0.9%
110083,苏租转债,117.180,24.78%,1.11,AAA,5.866,141.96,清仓,116.820,0.3%
