代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113505,杭电转债,124.840,9.39%,2.00,AA,2.332,134.23,建仓,124.840,0%
128100,搜特转债,100.418,10.66%,2.76,A,4.348,111.08,持仓,100.388,0.0%
113033,利群转债,102.680,19.96%,1.12,AA,4.403,122.64,持仓,102.670,0.0%
128087,孚日转债,109.000,16.23%,1.02,AA-,4.118,125.23,持仓,108.203,0.7%
113591,胜达转债,124.110,3.64%,2.36,AA-,4.652,127.75,持仓,123.800,0.3%
127028,英特转债,112.012,17.45%,1.69,AA+,5.167,129.46,持仓,112.363,-0.3%
128081,海亮转债,125.800,3.83%,2.17,AA,4.047,129.63,持仓,124.916,0.7%
128066,亚泰转债,106.000,24.23%,1.40,AA-,3.449,130.23,持仓,106.101,-0.1%
127042,嘉美转债,125.742,5.04%,2.44,AA,5.762,130.78,持仓,126.029,-0.2%
127020,中金转债,117.490,14.52%,1.32,AA+,4.704,132.01,持仓,117.527,-0.0%
110057,现代转债,113.590,18.68%,1.11,AAA,3.403,132.27,持仓,113.680,-0.1%
113609,永安转债,113.710,18.60%,1.07,AA-,5.052,132.31,持仓,113.660,0.0%
113607,伟20转债,129.080,4.06%,5.38,AA,4.992,133.14,持仓,129.000,0.1%
113610,灵康转债,112.670,21.11%,3.93,AA-,5.071,133.78,持仓,112.550,0.1%
128037,岩土转债,108.003,25.87%,1.16,AA,2.359,133.87,持仓,107.999,0.0%
128106,华统转债,124.760,9.15%,2.76,AA,4.427,133.91,持仓,124.999,-0.2%
123080,海波转债,122.900,11.36%,2.69,A+,5.074,134.26,持仓,123.245,-0.3%
128085,鸿达转债,133.666,1.09%,1.54,B,4.115,134.76,持仓,133.916,-0.2%
113026,核能转债,129.900,4.98%,1.66,AAA,3.441,134.88,持仓,130.000,-0.1%
123063,大禹转债,121.500,14.17%,2.50,AA-,4.726,135.67,持仓,120.500,0.8%
128145,日丰转债,133.200,4.57%,3.41,AA-,5.375,137.77,清仓,132.568,0.5%
