代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123082,北陆转债,125.300,15.71%,2.54,A+,4.888,141.01,建仓,125.300,0%
128040,华通转债,131.420,10.96%,1.75,AA,2.405,142.38,建仓,131.420,0%
128100,搜特转债,113.650,6.42%,3.25,A,4.148,120.07,持仓,113.186,0.4%
113026,核能转债,130.530,-0.15%,1.76,AAA,3.241,130.38,持仓,129.930,0.5%
127042,嘉美转债,124.321,8.70%,2.34,AA,5.562,133.02,持仓,125.500,-0.9%
128066,亚泰转债,117.561,18.58%,1.63,AA-,3.249,136.14,持仓,119.083,-1.3%
113017,吉视转债,121.530,15.33%,1.04,AA+,1.942,136.86,持仓,121.440,0.1%
113033,利群转债,112.090,25.32%,1.17,AA,4.203,137.41,持仓,113.320,-1.1%
113609,永安转债,130.930,6.87%,1.36,AA-,4.852,137.80,持仓,131.860,-0.7%
128037,岩土转债,116.863,21.97%,1.30,AA,2.159,138.83,持仓,117.771,-0.8%
113591,胜达转债,138.240,0.75%,2.73,AA-,4.452,138.99,持仓,140.700,-1.7%
110057,现代转债,122.240,17.44%,1.21,AAA,3.203,139.68,持仓,123.730,-1.2%
128081,海亮转债,135.300,4.55%,2.32,AA,3.847,139.85,持仓,132.998,1.7%
127028,英特转债,127.423,12.60%,2.03,AA+,4.967,140.02,持仓,129.602,-1.7%
128044,岭南转债,123.474,17.64%,1.25,AA-,2.575,141.11,持仓,124.484,-0.8%
128087,孚日转债,127.270,14.54%,1.21,AA-,3.918,141.81,持仓,125.479,1.4%
113610,灵康转债,127.620,14.46%,4.71,AA-,4.871,142.08,持仓,126.910,0.6%
127034,绿茵转债,107.851,34.73%,1.41,AA-,5.282,142.58,持仓,108.850,-0.9%
123080,海波转债,130.610,12.61%,2.83,A+,4.874,143.22,持仓,131.075,-0.4%
113567,君禾转债,134.640,8.66%,4.55,A+,4.126,143.30,持仓,136.900,-1.7%
123118,惠城转债,123.610,20.78%,2.46,A+,5.468,144.39,清仓,124.075,-0.4%
110083,苏租转债,119.020,25.02%,1.12,AAA,5.816,144.04,清仓,120.790,-1.5%
