代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128087,孚日转债,109.000,18.48%,1.00,AA-,4.104,127.48,建仓,109.000,0%
128100,搜特转债,102.326,9.05%,2.86,A,4.334,111.38,持仓,101.103,1.2%
113033,利群转债,103.620,21.46%,1.12,AA,4.389,125.08,持仓,103.350,0.3%
113591,胜达转债,125.340,4.37%,2.37,AA-,4.638,129.71,持仓,127.660,-1.8%
128066,亚泰转债,106.841,24.26%,1.41,AA-,3.436,131.10,持仓,106.770,0.1%
113609,永安转债,116.740,15.28%,1.13,AA-,5.038,132.02,持仓,115.470,1.1%
127028,英特转债,113.276,19.33%,1.68,AA+,5.153,132.61,持仓,112.860,0.4%
127042,嘉美转债,126.099,7.36%,2.40,AA,5.748,133.46,持仓,124.251,1.5%
128037,岩土转债,108.900,24.57%,1.19,AA,2.345,133.47,持仓,108.950,-0.0%
110057,现代转债,113.300,20.43%,1.09,AAA,3.389,133.73,持仓,113.710,-0.4%
127020,中金转债,117.567,16.56%,1.30,AA+,4.690,134.13,持仓,118.945,-1.2%
113505,杭电转债,121.880,12.51%,1.90,AA,2.318,134.39,持仓,122.030,-0.1%
113607,伟20转债,133.170,1.52%,5.69,AA,4.978,134.69,持仓,131.780,1.1%
128106,华统转债,121.377,13.39%,2.58,AA,4.414,134.77,持仓,122.098,-0.6%
123080,海波转债,123.941,11.09%,2.72,A+,5.060,135.03,持仓,124.386,-0.4%
128145,日丰转债,128.870,7.14%,3.22,AA-,5.362,136.01,持仓,128.080,0.6%
123118,惠城转债,114.341,21.67%,2.26,A+,5.655,136.01,持仓,114.330,0.0%
113610,灵康转债,114.780,21.41%,3.99,AA-,5.058,136.19,持仓,114.040,0.6%
123063,大禹转债,123.340,14.34%,2.53,AA-,4.712,137.68,持仓,122.612,0.6%
128081,海亮转债,132.391,5.50%,2.25,AA,4.033,137.89,持仓,130.048,1.8%
128121,宏川转债,130.780,7.58%,4.75,AA-,4.682,138.36,清仓,130.102,0.5%
