代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113610,灵康转债,116.900,2.91%,4.61,AA-,5.351,119.81,建仓,116.900,0%
123118,惠城转债,114.980,7.27%,2.73,A+,5.948,122.25,建仓,114.980,0%
128085,鸿达转债,123.370,-0.54%,1.69,B,4.395,122.83,建仓,123.370,0%
111000,起帆转债,112.010,11.31%,2.84,AA-,5.830,123.32,建仓,112.010,0%
128057,博彦转债,120.667,3.29%,1.69,AA-,3.611,123.96,建仓,120.667,0%
128013,洪涛转债,106.928,4.67%,1.07,A-,1.008,111.60,持仓,107.130,-0.2%
113033,利群转债,100.780,12.49%,1.11,AA,4.682,113.27,持仓,101.900,-1.1%
128087,孚日转债,102.303,12.56%,1.02,AA-,4.397,114.86,持仓,103.649,-1.3%
128100,搜特转债,80.310,35.41%,1.53,A,4.627,115.72,持仓,77.510,3.6%
113549,白电转债,109.900,9.65%,1.45,AA,4.307,119.55,持仓,110.010,-0.1%
113609,永安转债,113.050,7.88%,1.18,AA-,5.332,120.93,持仓,115.580,-2.2%
127034,绿茵转债,105.109,15.87%,1.63,AA-,5.762,120.98,持仓,107.800,-2.5%
127020,中金转债,118.960,2.76%,1.52,AA+,4.984,121.72,持仓,120.000,-0.9%
123097,美力转债,117.412,4.97%,2.42,A+,5.507,122.38,持仓,120.920,-2.9%
123063,大禹转债,117.700,4.70%,2.60,AA-,5.005,122.40,持仓,121.299,-3.0%
123087,明电转债,108.815,13.69%,2.90,AA-,5.389,122.50,持仓,111.691,-2.6%
123080,海波转债,117.550,5.03%,2.82,A+,5.353,122.58,持仓,119.980,-2.0%
128081,海亮转债,119.141,3.64%,2.16,AA,4.326,122.78,持仓,119.151,-0.0%
113039,嘉泽转债,117.530,5.35%,2.39,AA,5.079,122.88,持仓,119.890,-2.0%
127028,英特转债,105.825,17.30%,1.66,AA+,5.447,123.12,持仓,107.817,-1.8%
128037,岩土转债,106.841,20.44%,1.20,AA,2.638,127.28,清仓,107.875,-1.0%
110071,湖盐转债,121.270,3.09%,2.58,AA,4.956,124.36,清仓,116.110,4.4%
127035,濮耐转债,113.702,12.69%,1.49,AA,4.833,126.39,清仓,111.074,2.4%
128066,亚泰转债,101.200,22.95%,1.27,AA-,3.729,124.15,清仓,103.399,-2.1%
123082,北陆转债,110.011,14.56%,2.33,A+,5.367,124.57,清仓,112.996,-2.6%
