代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127034,绿茵转债,105.667,10.12%,1.73,AA-,5.923,115.79,建仓,105.667,0%
128085,鸿达转债,110.003,0.05%,1.45,BB,4.556,110.05,持仓,109.499,0.5%
128013,洪涛转债,106.280,5.82%,1.04,AA-,1.170,112.10,持仓,106.465,-0.2%
113033,利群转债,100.110,12.83%,1.10,AA,4.844,112.94,持仓,99.940,0.2%
127033,中装转2,101.500,11.73%,1.23,AA,5.885,113.23,持仓,102.122,-0.6%
128087,孚日转债,102.444,10.82%,1.04,AA,4.559,113.26,持仓,102.865,-0.4%
113039,嘉泽转债,105.100,9.71%,1.95,AA,5.241,114.81,持仓,106.230,-1.1%
127028,英特转债,110.627,4.61%,1.95,AA+,5.608,115.24,持仓,111.897,-1.1%
128081,海亮转债,109.620,5.82%,1.96,AA,4.488,115.44,持仓,109.950,-0.3%
113610,灵康转债,109.090,6.55%,4.25,AA-,5.512,115.64,持仓,110.260,-1.1%
123080,海波转债,111.600,5.25%,2.68,A+,5.515,116.85,持仓,113.005,-1.2%
113609,永安转债,117.890,-0.92%,1.34,AA-,5.493,116.97,持仓,118.370,-0.4%
123089,九洲转2,113.881,3.42%,1.41,AA-,5.570,117.30,持仓,114.660,-0.7%
113591,胜达转债,106.090,11.25%,1.90,AA-,5.093,117.34,持仓,105.950,0.1%
123102,华自转债,117.479,-0.10%,1.48,AA-,5.789,117.38,持仓,116.508,0.8%
113534,鼎胜转债,105.120,16.81%,1.54,AA,3.866,121.93,清仓,103.660,1.4%
123097,美力转债,108.721,11.22%,2.13,A+,5.668,119.94,清仓,108.901,-0.2%
123063,大禹转债,111.098,7.76%,2.38,AA-,5.167,118.86,清仓,111.879,-0.7%
123087,明电转债,103.139,16.73%,2.68,AA-,5.551,119.87,清仓,103.710,-0.6%
110057,现代转债,114.600,6.02%,1.31,AAA,3.844,120.62,清仓,115.390,-0.7%
123086,海兰转债,108.410,11.59%,2.62,AA-,5.540,120.00,清仓,107.014,1.3%
