代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128075,远东转债,128.519,15.23%,1.08,AA,3.674,143.75,建仓,128.519,0%
128040,华通转债,129.780,15.30%,1.71,AA,2.395,145.08,建仓,129.780,0%
123097,美力转债,133.371,12.93%,2.44,A+,5.016,146.30,建仓,133.371,0%
128100,搜特转债,112.042,12.74%,3.01,A,4.137,124.78,持仓,112.645,-0.5%
113026,核能转债,127.810,-0.36%,1.72,AAA,3.230,127.45,持仓,127.400,0.3%
127042,嘉美转债,126.880,8.98%,2.39,AA,5.551,135.86,持仓,132.011,-3.9%
113609,永安转债,125.050,11.88%,1.24,AA-,4.841,136.93,持仓,126.050,-0.8%
113033,利群转债,114.810,23.82%,1.21,AA,4.192,138.63,持仓,114.150,0.6%
113567,君禾转债,132.590,6.92%,4.54,A+,4.115,139.51,持仓,133.570,-0.7%
113591,胜达转债,139.810,-0.19%,2.78,AA-,4.441,139.62,持仓,144.000,-2.9%
128066,亚泰转债,117.873,23.05%,1.57,AA-,3.238,140.92,持仓,118.291,-0.4%
128081,海亮转债,135.318,6.52%,2.28,AA,3.836,141.84,持仓,135.208,0.1%
113610,灵康转债,122.280,20.32%,4.29,AA-,4.860,142.60,持仓,122.350,-0.1%
113549,白电转债,135.570,7.09%,1.85,AA,3.816,142.66,持仓,133.400,1.6%
123111,东财转3,142.368,0.34%,8.37,AA+,5.208,142.71,持仓,142.360,0.0%
128087,孚日转债,126.398,18.01%,1.16,AA-,3.907,144.41,持仓,125.290,0.9%
110045,海澜转债,116.120,28.74%,1.87,AA+,2.477,144.86,持仓,116.670,-0.5%
128121,宏川转债,128.954,16.32%,4.33,AA-,4.485,145.27,持仓,128.386,0.4%
110057,现代转债,120.250,25.51%,1.11,AAA,3.192,145.76,持仓,121.720,-1.2%
127028,英特转债,127.590,18.20%,1.93,AA+,4.956,145.79,持仓,125.470,1.7%
128044,岭南转债,146.230,10.48%,1.57,AA-,2.564,156.71,清仓,130.050,12.4%
127027,靖远转债,137.972,12.17%,1.06,AA+,4.885,150.14,清仓,134.022,2.9%
110084,贵燃转债,117.850,29.29%,3.73,AA,5.934,147.14,清仓,117.700,0.1%
