代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113549,白电转债,122.870,7.31%,1.70,AA,4.052,130.18,建仓,122.870,0%
113026,核能转债,128.340,3.43%,1.72,AAA,3.466,131.77,建仓,128.340,0%
128057,博彦转债,131.600,0.24%,1.83,AA-,3.356,131.84,建仓,131.600,0%
123118,惠城转债,112.222,20.31%,2.24,A+,5.693,132.53,建仓,112.222,0%
113591,胜达转债,133.780,-0.26%,2.66,AA-,4.677,133.52,建仓,133.780,0%
128100,搜特转债,99.831,9.27%,1.88,A,4.373,109.10,持仓,101.461,-1.6%
113033,利群转债,102.800,21.31%,1.13,AA,4.427,124.11,持仓,103.490,-0.7%
127042,嘉美转债,122.918,1.46%,2.62,AA,5.786,124.38,持仓,123.010,-0.1%
128081,海亮转债,116.300,10.27%,1.94,AA,4.071,126.57,持仓,117.302,-0.9%
127028,英特转债,108.926,19.15%,1.62,AA+,5.192,128.08,持仓,109.068,-0.1%
113609,永安转债,112.630,15.51%,1.10,AA-,5.077,128.14,持仓,113.040,-0.4%
113505,杭电转债,118.730,10.31%,1.85,AA,2.356,129.04,持仓,118.960,-0.2%
128106,华统转债,121.240,8.19%,2.71,AA,4.452,129.43,持仓,121.754,-0.4%
127020,中金转债,120.218,9.35%,1.48,AA+,4.729,129.57,持仓,122.404,-1.8%
123080,海波转债,124.311,5.69%,2.90,A+,5.099,130.00,持仓,119.368,4.1%
113607,伟20转债,130.400,0.18%,6.15,AA,5.016,130.58,持仓,130.000,0.3%
123063,大禹转债,118.428,12.38%,2.47,AA-,4.751,130.81,持仓,118.006,0.4%
113610,灵康转债,112.600,19.24%,4.17,AA-,5.096,131.84,持仓,113.270,-0.6%
128066,亚泰转债,105.080,26.83%,1.36,AA-,3.474,131.91,持仓,105.659,-0.5%
110077,洪城转债,130.310,2.15%,1.50,AA+,5.066,132.46,持仓,129.360,0.7%
123112,万讯转债,131.000,6.35%,2.73,AA-,5.447,137.35,清仓,128.138,2.2%
110057,现代转债,113.880,22.52%,1.11,AAA,3.427,136.40,清仓,116.850,-2.5%
128087,孚日转债,105.060,17.90%,0.96,AA-,4.142,122.96,清仓,105.508,-0.4%
128037,岩土转债,107.852,25.69%,1.17,AA,2.384,133.54,清仓,107.976,-0.1%
123082,北陆转债,113.399,21.69%,2.21,A+,5.112,135.09,清仓,113.139,0.2%
