代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113026,核能转债,129.970,8.88%,1.60,AAA,3.392,138.85,建仓,129.970,0%
123080,海波转债,131.110,8.84%,2.94,A+,5.025,139.95,建仓,131.110,0%
113614,健20转债,140.780,-0.50%,11.27,AA,5.066,140.28,建仓,140.780,0%
128100,搜特转债,105.062,10.52%,2.90,A,4.299,115.58,持仓,104.134,0.9%
128087,孚日转债,111.905,20.18%,1.01,AA-,4.068,132.09,持仓,111.400,0.5%
128066,亚泰转债,111.050,21.40%,1.50,AA-,3.400,132.45,持仓,111.694,-0.6%
113033,利群转债,107.600,26.34%,1.11,AA,4.353,133.94,持仓,106.370,1.2%
113609,永安转债,122.430,12.40%,1.21,AA-,5.000,134.83,持仓,122.000,0.4%
127042,嘉美转债,125.430,9.47%,2.34,AA,5.712,134.90,持仓,125.000,0.3%
113505,杭电转债,129.960,6.62%,2.14,AA,2.282,136.58,持仓,128.450,1.2%
113591,胜达转债,134.890,2.48%,2.59,AA-,4.603,137.37,持仓,130.440,3.4%
110071,湖盐转债,130.670,7.03%,2.73,AA,4.627,137.70,持仓,131.490,-0.6%
128106,华统转债,129.100,8.69%,2.87,AA,4.378,137.79,持仓,127.821,1.0%
127028,英特转债,117.800,20.22%,1.73,AA+,5.118,138.02,持仓,117.017,0.7%
110057,现代转债,117.280,20.86%,1.13,AAA,3.353,138.14,持仓,116.970,0.3%
128037,岩土转债,111.545,26.66%,1.19,AA,2.310,138.21,持仓,110.775,0.7%
123063,大禹转债,125.425,13.23%,2.60,AA-,4.677,138.66,持仓,125.499,-0.1%
113610,灵康转债,116.570,22.55%,4.01,AA-,5.022,139.12,持仓,116.680,-0.1%
127020,中金转债,123.180,16.39%,1.36,AA+,4.655,139.57,持仓,122.500,0.6%
113567,君禾转债,127.060,13.44%,3.34,A+,4.277,140.50,持仓,127.040,0.0%
113607,伟20转债,144.400,-0.95%,6.32,AA,4.942,143.45,清仓,136.870,5.5%
128081,海亮转债,137.380,4.25%,2.36,AA,3.997,141.63,清仓,134.800,1.9%
123118,惠城转债,118.578,22.22%,2.33,A+,5.619,140.80,清仓,117.700,0.7%
