代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128081,海亮转债,123.090,4.90%,2.21,AA,4.301,127.99,建仓,123.090,0%
113570,百达转债,112.750,15.39%,2.19,A+,4.600,128.14,建仓,112.750,0%
113591,胜达转债,104.420,23.94%,1.67,AA-,4.907,128.36,建仓,104.420,0%
128087,孚日转债,102.493,14.16%,1.01,AA-,4.373,116.65,持仓,102.400,0.1%
113033,利群转债,103.710,14.50%,1.12,AA,4.658,118.21,持仓,103.020,0.7%
128085,鸿达转债,121.732,-0.21%,1.66,B,4.370,121.52,持仓,117.121,3.9%
127034,绿茵转债,105.004,17.01%,1.61,AA-,5.737,122.01,持仓,105.105,-0.1%
127028,英特转债,109.147,13.73%,1.77,AA+,5.422,122.88,持仓,109.706,-0.5%
113610,灵康转债,118.100,5.04%,4.55,AA-,5.326,123.14,持仓,118.420,-0.3%
113609,永安转债,113.760,11.46%,1.16,AA-,5.307,125.22,持仓,112.900,0.8%
110057,现代转债,111.870,13.38%,1.19,AAA,3.658,125.25,持仓,112.680,-0.7%
123063,大禹转债,116.903,8.59%,2.49,AA-,4.981,125.49,持仓,116.860,0.0%
123082,北陆转债,113.536,12.13%,2.45,A+,5.342,125.67,持仓,113.353,0.2%
127035,濮耐转债,113.732,12.46%,1.49,AA,4.808,126.19,持仓,113.950,-0.2%
110071,湖盐转债,121.830,4.79%,2.55,AA,4.932,126.62,持仓,120.680,1.0%
127020,中金转债,117.878,9.16%,1.42,AA+,4.959,127.04,持仓,117.524,0.3%
128066,亚泰转债,102.151,25.42%,1.26,AA-,3.704,127.57,持仓,102.613,-0.5%
123097,美力转债,124.299,3.92%,2.59,A+,5.482,128.22,持仓,122.596,1.4%
128090,汽模转2,110.877,17.54%,1.80,AA-,4.400,128.42,持仓,110.600,0.3%
128037,岩土转债,107.397,21.07%,1.20,AA,2.614,128.47,持仓,106.896,0.5%
113549,白电转债,116.160,12.71%,1.49,AA,4.282,128.87,清仓,115.110,0.9%
123086,海兰转债,121.800,7.60%,3.05,AA-,5.353,129.40,清仓,121.438,0.3%
111000,起帆转债,116.670,13.85%,2.89,AA-,5.805,130.52,清仓,115.680,0.9%
