代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123073,同和转债,120.781,11.67%,3.88,A+,5.145,132.45,建仓,120.781,0%
113570,百达转债,122.700,11.31%,2.50,A+,4.518,134.01,建仓,122.700,0%
110057,现代转债,116.360,18.17%,1.17,AAA,3.575,134.53,建仓,116.360,0%
128100,搜特转债,107.409,8.75%,2.02,A,4.521,116.16,持仓,107.000,0.4%
128087,孚日转债,107.800,15.22%,1.03,AA-,4.290,123.02,持仓,106.852,0.9%
113033,利群转债,106.710,18.17%,1.20,AA,4.575,124.88,持仓,106.490,0.2%
113609,永安转债,120.660,8.19%,1.25,AA-,5.225,128.85,持仓,121.460,-0.7%
127018,本钢转债,131.196,-1.85%,1.12,AAA,4.819,129.35,持仓,129.300,1.5%
128066,亚泰转债,107.840,22.66%,1.46,AA-,3.622,130.50,持仓,107.157,0.6%
123097,美力转债,122.999,8.09%,2.38,A+,5.400,131.09,持仓,122.650,0.3%
127034,绿茵转债,107.116,25.22%,1.52,AA-,5.655,132.34,持仓,107.000,0.1%
128037,岩土转债,113.311,19.07%,1.29,AA,2.532,132.38,持仓,112.900,0.4%
128063,未来转债,118.222,14.37%,3.30,AA-,3.584,132.59,持仓,120.897,-2.2%
113591,胜达转债,117.830,15.46%,2.03,AA-,4.825,133.29,持仓,115.670,1.9%
127020,中金转债,132.325,1.27%,1.72,AA+,4.877,133.59,持仓,130.158,1.7%
113610,灵康转债,118.140,15.72%,4.46,AA-,5.244,133.86,持仓,117.160,0.8%
123063,大禹转债,121.615,12.32%,2.59,AA-,4.899,133.94,持仓,121.000,0.5%
123080,海波转债,123.781,10.26%,2.75,A+,5.247,134.04,持仓,123.714,0.1%
123024,岱勒转债,122.367,11.68%,3.20,A+,2.548,134.05,持仓,123.720,-1.1%
127028,英特转债,110.702,23.51%,1.62,AA+,5.340,134.21,持仓,109.999,0.6%
113505,杭电转债,112.930,23.00%,1.58,AA,2.504,135.93,清仓,111.990,0.8%
123062,三超转债,123.400,11.91%,3.04,A,4.896,135.31,清仓,124.099,-0.6%
123118,惠城转债,120.200,14.71%,2.71,A+,5.841,134.91,清仓,119.002,1.0%
