代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127028,英特转债,122.745,23.87%,1.77,AA+,4.904,146.62,建仓,122.745,0%
128121,宏川转债,130.006,17.48%,4.33,AA-,4.433,147.49,建仓,130.006,0%
128100,搜特转债,104.253,14.11%,2.80,A,4.085,118.36,持仓,103.653,0.6%
113591,胜达转债,126.600,10.57%,2.27,AA-,4.389,137.17,持仓,126.330,0.2%
113033,利群转债,117.200,21.72%,1.26,AA,4.140,138.92,持仓,115.980,1.1%
127042,嘉美转债,133.303,6.95%,2.55,AA,5.499,140.25,持仓,132.672,0.5%
127040,国泰转债,135.498,7.11%,1.82,AA+,5.405,142.61,持仓,133.196,1.7%
113567,君禾转债,133.270,9.47%,4.48,A+,4.063,142.74,持仓,133.830,-0.4%
128087,孚日转债,127.026,16.19%,1.19,AA-,3.855,143.22,持仓,125.451,1.3%
128066,亚泰转债,118.978,24.34%,1.57,AA-,3.186,143.32,持仓,119.277,-0.3%
128075,远东转债,128.959,15.63%,1.08,AA,3.622,144.59,持仓,128.500,0.4%
128081,海亮转债,133.514,11.53%,2.15,AA,3.784,145.04,持仓,132.402,0.8%
113609,永安转债,121.610,23.56%,1.10,AA-,4.789,145.17,持仓,120.600,0.8%
123097,美力转债,129.496,15.78%,2.31,A+,4.964,145.28,持仓,128.813,0.5%
123080,海波转债,131.100,14.49%,2.79,A+,4.811,145.59,持仓,129.600,1.2%
128037,岩土转债,120.851,24.88%,1.31,AA,2.096,145.73,持仓,118.440,2.0%
128040,华通转债,132.250,13.76%,1.76,AA,2.342,146.01,持仓,131.555,0.5%
113610,灵康转债,121.050,25.41%,4.07,AA-,4.808,146.46,持仓,119.840,1.0%
113570,百达转债,130.830,16.09%,2.61,A+,4.082,146.92,持仓,130.820,0.0%
110045,海澜转债,117.140,30.49%,1.86,AA+,2.425,147.63,持仓,116.350,0.7%
113017,吉视转债,132.360,15.30%,1.14,AA+,1.879,147.66,清仓,124.040,6.7%
110084,贵燃转债,121.110,30.75%,3.79,AA,5.882,151.86,清仓,117.510,3.1%
