代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113601,塞力转债,111.040,23.56%,1.93,AA-,4.682,134.60,建仓,111.040,0%
128100,搜特转债,106.589,12.13%,2.90,A,4.238,118.72,持仓,106.790,-0.2%
113591,胜达转债,123.150,4.74%,2.32,AA-,4.542,127.89,持仓,123.760,-0.5%
128066,亚泰转债,112.470,16.36%,1.59,AA-,3.340,128.83,持仓,113.000,-0.5%
128087,孚日转债,111.066,19.28%,1.01,AA-,4.008,130.35,持仓,111.157,-0.1%
113033,利群转债,108.310,24.47%,1.14,AA,4.293,132.78,持仓,108.300,0.0%
127042,嘉美转债,123.037,10.75%,2.27,AA,5.652,133.79,持仓,123.170,-0.1%
128037,岩土转债,112.211,21.62%,1.25,AA,2.249,133.83,持仓,112.085,0.1%
113610,灵康转债,126.840,7.38%,4.98,AA-,4.962,134.22,持仓,128.050,-0.9%
128081,海亮转债,128.052,6.33%,2.16,AA,3.937,134.38,持仓,129.856,-1.4%
123063,大禹转债,127.797,9.06%,2.75,AA-,4.616,136.86,持仓,125.941,1.5%
113609,永安转债,130.000,7.55%,1.35,AA-,4.942,137.55,持仓,129.600,0.3%
123129,锦鸡转债,123.400,14.73%,3.43,AA-,5.888,138.13,持仓,124.610,-1.0%
128075,远东转债,127.363,11.00%,1.12,AA,3.775,138.36,持仓,128.286,-0.7%
113599,嘉友转债,126.200,12.23%,2.68,AA-,4.638,138.43,持仓,127.470,-1.0%
113567,君禾转债,132.600,5.88%,4.61,A+,4.216,138.48,持仓,134.440,-1.4%
123080,海波转债,130.029,8.72%,2.92,A+,4.964,138.75,持仓,129.900,0.1%
110057,现代转债,116.990,21.84%,1.11,AAA,3.293,138.83,持仓,116.940,0.0%
127020,中金转债,122.800,16.51%,1.36,AA+,4.595,139.31,持仓,123.014,-0.2%
113536,三星转债,139.460,0.74%,3.05,AA,3.458,140.20,持仓,140.030,-0.4%
128044,岭南转债,117.607,24.12%,1.12,AA-,2.666,141.73,清仓,117.807,-0.2%
