代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
110064,建工转债,135.200,0.73%,1.07,AA+,3.827,135.93,建仓,135.200,0%
127028,英特转债,118.408,20.97%,1.75,AA+,4.871,139.38,建仓,118.408,0%
113610,灵康转债,117.770,22.17%,4.06,AA-,4.775,139.94,建仓,117.770,0%
128100,搜特转债,101.126,14.56%,2.71,BB,4.052,115.69,持仓,100.793,0.3%
113591,胜达转债,124.180,7.60%,2.29,AA-,4.356,131.78,持仓,123.690,0.4%
113033,利群转债,114.650,19.41%,1.26,AA,4.107,134.06,持仓,113.780,0.8%
127042,嘉美转债,131.145,3.52%,2.59,AA,5.466,134.67,持仓,129.700,1.1%
113567,君禾转债,127.930,7.68%,4.36,A+,4.030,135.61,持仓,127.210,0.6%
110079,杭银转债,126.480,9.17%,1.02,AAA,5.101,135.65,持仓,126.130,0.3%
128081,海亮转债,130.587,5.18%,2.23,AA,3.751,135.77,持仓,130.450,0.1%
128107,交科转债,135.302,0.99%,1.06,AA+,4.167,136.29,持仓,135.908,-0.4%
128066,亚泰转债,119.657,16.89%,1.68,AA-,3.153,136.55,持仓,118.376,1.1%
127040,国泰转债,133.602,3.09%,1.86,AA+,5.373,136.69,持仓,133.010,0.4%
128037,岩土转债,122.375,14.96%,1.45,AA,2.063,137.34,持仓,120.880,1.2%
128044,岭南转债,132.743,4.91%,1.51,AA-,2.479,137.65,持仓,132.530,0.2%
128087,孚日转债,122.850,15.17%,1.16,AA-,3.822,138.02,持仓,121.549,1.1%
113017,吉视转债,127.520,10.65%,1.14,AA+,1.847,138.17,持仓,125.100,1.9%
113609,永安转债,116.990,21.95%,1.07,AA-,4.756,138.94,持仓,116.580,0.4%
128075,远东转债,126.000,12.97%,1.08,AA,3.589,138.97,持仓,125.066,0.7%
127034,绿茵转债,111.619,28.30%,1.54,AA-,5.186,139.92,持仓,111.294,0.3%
123080,海波转债,135.913,7.65%,3.08,A+,4.778,143.56,清仓,131.821,3.1%
128120,联诚转债,124.082,19.30%,2.30,A,4.400,143.38,清仓,122.774,1.1%
127014,北方转债,122.450,19.95%,1.12,AA+,3.671,142.40,清仓,120.101,2.0%
