代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123071,天能转债,111.700,7.53%,1.28,AA-,5.351,119.23,建仓,111.700,0%
128082,华锋转债,114.680,5.12%,1.72,A+,4.471,119.80,建仓,114.680,0%
113609,永安转债,119.310,0.68%,1.11,AA-,5.444,119.99,建仓,119.310,0%
123082,北陆转债,116.278,3.88%,2.72,A+,5.479,120.16,建仓,116.278,0%
128085,鸿达转债,106.010,3.11%,1.40,B,4.507,109.12,持仓,106.888,-0.8%
128013,洪涛转债,105.511,3.73%,1.06,AA-,1.121,109.24,持仓,105.538,-0.0%
113033,利群转债,99.950,12.82%,1.10,AA,4.795,112.77,持仓,99.960,-0.0%
128087,孚日转债,102.458,10.56%,1.04,AA,4.510,113.02,持仓,102.797,-0.3%
113039,嘉泽转债,106.250,6.87%,1.96,AA,5.192,113.12,持仓,106.190,0.1%
128081,海亮转债,109.700,4.05%,1.99,AA,4.438,113.75,持仓,109.718,-0.0%
127033,中装转2,101.210,13.00%,1.21,AA,5.836,114.21,持仓,101.550,-0.3%
127028,英特转债,108.502,9.07%,1.83,AA+,5.559,117.57,持仓,108.660,-0.1%
110071,湖盐转债,106.770,11.02%,2.08,AA,5.068,117.79,持仓,107.910,-1.1%
113610,灵康转债,104.550,13.24%,3.75,AA-,5.463,117.79,持仓,105.330,-0.7%
123086,海兰转债,110.263,7.78%,2.76,AA-,5.490,118.04,持仓,110.248,0.0%
128064,司尔转债,117.947,0.35%,1.18,AA,3.816,118.30,持仓,119.499,-1.3%
123080,海波转债,109.200,9.20%,2.52,A+,5.466,118.40,持仓,109.901,-0.6%
123097,美力转债,110.876,7.54%,2.25,A+,5.619,118.42,持仓,111.780,-0.8%
113505,杭电转债,106.140,12.33%,1.63,AA,2.723,118.47,持仓,105.720,0.4%
113549,白电转债,103.800,16.38%,1.30,AA,4.419,120.18,持仓,104.040,-0.2%
128066,亚泰转债,101.600,19.22%,1.32,AA-,3.841,120.82,清仓,104.100,-2.4%
113591,胜达转债,105.820,14.59%,1.83,AA-,5.044,120.41,清仓,107.120,-1.2%
123087,明电转债,102.300,19.34%,2.60,AA-,5.501,121.64,清仓,103.720,-1.4%
128141,旺能转债,112.800,9.18%,1.42,AA,5.507,121.98,清仓,113.878,-0.9%
