代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123082,北陆转债,110.836,6.72%,2.52,A+,5.452,117.56,建仓,110.836,0%
123106,正丹转债,111.011,6.61%,2.59,AA-,5.745,117.62,建仓,111.011,0%
123080,海波转债,109.321,9.32%,2.52,A+,5.438,118.64,建仓,109.321,0%
128082,华锋转债,114.929,4.00%,1.74,A+,4.444,118.93,建仓,114.929,0%
128013,洪涛转债,110.118,0.19%,1.14,AA-,1.093,110.31,持仓,108.750,1.3%
128085,鸿达转债,108.150,2.64%,1.43,B,4.479,110.79,持仓,106.620,1.4%
128087,孚日转债,103.400,8.47%,1.07,AA-,4.482,111.87,持仓,103.289,0.1%
113033,利群转债,101.120,12.69%,1.11,AA,4.767,113.81,持仓,100.000,1.1%
128081,海亮转债,110.886,3.91%,2.01,AA,4.411,114.80,持仓,110.798,0.1%
110071,湖盐转债,108.460,7.14%,2.19,AA,5.041,115.60,持仓,107.860,0.6%
113609,永安转债,114.900,1.53%,1.27,AA-,5.416,116.43,持仓,115.240,-0.3%
123087,明电转债,110.801,6.43%,3.16,AA-,5.474,117.23,持仓,111.666,-0.8%
123086,海兰转债,111.300,6.04%,2.83,AA-,5.463,117.34,持仓,113.562,-2.0%
127033,中装转2,105.610,12.03%,1.27,AA,5.808,117.64,持仓,102.020,3.5%
113610,灵康转债,106.340,11.53%,3.87,AA-,5.436,117.87,持仓,106.380,-0.0%
127028,英特转债,108.528,9.59%,1.82,AA+,5.532,118.12,持仓,108.322,0.2%
123063,大禹转债,114.000,4.48%,2.52,AA-,5.090,118.48,持仓,114.630,-0.5%
111000,起帆转债,108.310,10.30%,2.77,AA-,5.915,118.61,持仓,107.720,0.5%
127035,濮耐转债,107.315,11.60%,1.42,AA,4.918,118.91,持仓,106.076,1.2%
123089,九洲转2,118.645,0.65%,1.50,AA-,5.490,119.30,持仓,118.530,0.1%
113048,晶科转债,109.630,9.83%,1.39,AA,5.827,119.46,清仓,107.650,1.8%
123069,金诺转债,115.903,9.88%,2.54,AA-,5.310,125.78,清仓,115.300,0.5%
123097,美力转债,114.200,6.13%,2.35,A+,5.592,120.33,清仓,113.650,0.5%
113505,杭电转债,106.360,13.06%,1.62,AA,2.696,119.42,清仓,106.530,-0.2%
