代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123082,北陆转债,120.399,13.20%,2.52,A+,5.252,133.60,建仓,120.399,0%
123118,惠城转债,120.000,14.00%,2.72,A+,5.833,134.00,建仓,120.000,0%
128143,锋龙转债,123.123,11.16%,4.07,A+,5.340,134.28,建仓,123.123,0%
123062,三超转债,123.408,11.15%,3.06,A,4.888,134.56,建仓,123.408,0%
128100,搜特转债,106.533,9.93%,1.99,A,4.512,116.46,持仓,107.409,-0.8%
128087,孚日转债,107.630,15.32%,1.03,AA-,4.282,122.95,持仓,107.800,-0.2%
113033,利群转债,107.190,18.52%,1.21,AA,4.567,125.71,持仓,106.710,0.4%
113609,永安转债,121.490,8.05%,1.26,AA-,5.216,129.54,持仓,120.660,0.7%
123097,美力转债,123.260,7.91%,2.39,A+,5.392,131.17,持仓,122.999,0.2%
127034,绿茵转债,106.951,24.32%,1.53,AA-,5.647,131.27,持仓,107.116,-0.2%
128066,亚泰转债,108.400,23.00%,1.46,AA-,3.614,131.40,持仓,107.840,0.5%
127018,本钢转债,132.930,-0.99%,1.13,AAA,4.811,131.94,持仓,131.196,1.3%
113610,灵康转债,119.230,13.06%,4.61,AA-,5.236,132.29,持仓,118.140,0.9%
128037,岩土转债,113.499,18.87%,1.30,AA,2.523,132.37,持仓,113.311,0.2%
113591,胜达转债,116.550,16.16%,1.99,AA-,4.816,132.71,持仓,117.830,-1.1%
128063,未来转债,120.200,12.61%,3.41,AA-,3.575,132.81,持仓,118.222,1.7%
127028,英特转债,111.260,21.70%,1.65,AA+,5.332,132.96,持仓,110.702,0.5%
123063,大禹转债,121.795,11.41%,2.61,AA-,4.890,133.21,持仓,121.615,0.1%
123080,海波转债,125.500,8.29%,2.85,A+,5.238,133.79,持仓,123.781,1.4%
127020,中金转债,131.836,2.59%,1.69,AA+,4.868,134.43,持仓,132.325,-0.4%
123073,同和转债,121.297,13.41%,3.84,A+,5.137,134.71,清仓,120.781,0.4%
113570,百达转债,124.530,10.67%,2.55,A+,4.510,135.20,清仓,122.700,1.5%
110057,现代转债,118.730,16.58%,1.21,AAA,3.567,135.31,清仓,116.360,2.0%
123024,岱勒转债,122.600,12.11%,3.20,A+,2.540,134.71,清仓,123.720,-0.9%
