代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
127028,英特转债,127.360,13.68%,2.01,AA+,4.995,141.04,建仓,127.360,0%
127034,绿茵转债,110.322,33.64%,1.46,AA-,5.310,143.96,建仓,110.322,0%
128100,搜特转债,111.866,9.83%,3.10,A,4.175,121.70,持仓,111.049,0.7%
113026,核能转债,134.530,0.11%,1.81,AAA,3.268,134.64,持仓,132.580,1.5%
127042,嘉美转债,126.690,9.20%,2.37,AA,5.589,135.89,持仓,125.871,0.7%
128087,孚日转债,127.150,11.97%,1.23,AA-,3.945,139.12,持仓,126.752,0.3%
128081,海亮转债,133.572,5.57%,2.27,AA,3.874,139.14,持仓,135.296,-1.3%
110057,现代转债,122.740,17.69%,1.21,AAA,3.230,140.43,持仓,121.850,0.7%
113017,吉视转债,127.180,13.44%,1.11,AA+,1.970,140.62,持仓,119.800,6.2%
128066,亚泰转债,120.124,20.64%,1.63,AA-,3.277,140.76,持仓,119.131,0.8%
128037,岩土转债,119.678,21.24%,1.34,AA,2.186,140.92,持仓,118.519,1.0%
127007,湖广转债,139.701,1.37%,1.31,AA+,2.474,141.07,持仓,137.579,1.5%
128044,岭南转债,126.142,15.07%,1.30,AA-,2.603,141.21,持仓,122.586,2.9%
113610,灵康转债,128.420,13.76%,4.76,AA-,4.899,142.18,持仓,128.960,-0.4%
113033,利群转债,114.020,28.30%,1.16,AA,4.230,142.32,持仓,112.900,1.0%
113567,君禾转债,131.550,11.26%,4.34,A+,4.153,142.81,持仓,130.400,0.9%
123097,美力转债,133.286,9.75%,2.51,A+,5.055,143.04,持仓,132.200,0.8%
127020,中金转债,125.433,18.04%,1.37,AA+,4.532,143.47,持仓,124.513,0.7%
123080,海波转债,130.840,12.65%,2.83,A+,4.901,143.49,持仓,129.005,1.4%
113609,永安转债,136.410,7.51%,1.41,AA-,4.879,143.92,持仓,133.360,2.3%
128121,宏川转债,138.400,6.91%,5.06,AA-,4.523,145.31,清仓,135.894,1.8%
113591,胜达转债,141.660,2.56%,2.74,AA-,4.479,144.22,清仓,136.410,3.8%
