代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113601,塞力转债,125.400,11.01%,2.43,AA-,4.573,136.41,建仓,125.400,0%
113017,吉视转债,141.460,-2.03%,1.43,AA+,1.923,139.43,建仓,141.460,0%
123080,海波转债,128.274,15.51%,2.70,A+,4.855,143.78,建仓,128.274,0%
128100,搜特转债,110.481,14.73%,2.91,A,4.129,125.21,持仓,112.042,-1.4%
113026,核能转债,128.700,-0.21%,1.74,AAA,3.222,128.49,持仓,127.810,0.7%
113591,胜达转债,129.960,1.74%,2.54,AA-,4.433,131.70,持仓,139.810,-7.0%
113609,永安转债,125.140,11.29%,1.25,AA-,4.833,136.43,持仓,125.050,0.1%
127042,嘉美转债,128.326,8.49%,2.42,AA,5.542,136.82,持仓,126.880,1.1%
128066,亚泰转债,116.949,22.64%,1.56,AA-,3.230,139.59,持仓,117.873,-0.8%
113567,君禾转债,133.640,6.95%,4.59,A+,4.107,140.59,持仓,132.590,0.8%
113033,利群转债,115.540,25.18%,1.21,AA,4.184,140.72,持仓,114.810,0.6%
128081,海亮转债,133.937,7.26%,2.24,AA,3.827,141.20,持仓,135.318,-1.0%
123111,东财转3,142.026,0.49%,8.34,AA+,5.200,142.52,持仓,142.368,-0.2%
113549,白电转债,136.270,6.71%,1.87,AA,3.808,142.98,持仓,135.570,0.5%
113610,灵康转债,123.400,20.32%,4.33,AA-,4.852,143.72,持仓,122.280,0.9%
128075,远东转债,128.617,15.32%,1.08,AA,3.666,143.94,持仓,128.519,0.1%
128087,孚日转债,125.438,18.58%,1.15,AA-,3.899,144.02,持仓,126.398,-0.8%
110057,现代转债,118.880,25.41%,1.10,AAA,3.184,144.29,持仓,120.250,-1.1%
128040,华通转债,130.000,14.98%,1.72,AA,2.386,144.98,持仓,129.780,0.2%
123097,美力转债,132.461,12.68%,2.43,A+,5.008,145.14,持仓,133.371,-0.7%
110045,海澜转债,116.180,30.25%,1.85,AA+,2.468,146.43,清仓,116.670,-0.4%
128121,宏川转债,129.078,16.49%,4.33,AA-,4.477,145.57,清仓,128.386,0.5%
127028,英特转债,125.838,21.08%,1.86,AA+,4.948,146.92,清仓,125.470,0.3%
