代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123082,北陆转债,115.502,12.19%,2.44,A+,5.151,127.69,建仓,115.502,0%
113609,永安转债,112.440,15.67%,1.09,AA-,5.115,128.11,建仓,112.440,0%
128100,搜特转债,103.936,6.57%,2.00,A,4.411,110.51,持仓,104.013,-0.1%
127027,靖远转债,115.897,-2.22%,1.01,AA+,5.159,113.68,持仓,124.920,-7.2%
113549,白电转债,117.800,1.39%,1.72,AA,4.090,119.19,持仓,118.530,-0.6%
128087,孚日转债,105.066,14.75%,1.01,AA-,4.181,119.82,持仓,105.650,-0.6%
113033,利群转债,104.050,15.96%,1.20,AA,4.466,120.01,持仓,104.650,-0.6%
127042,嘉美转债,118.950,2.89%,2.50,AA,5.825,121.84,持仓,118.900,0.0%
113607,伟20转债,121.950,0.70%,5.72,AA,5.055,122.65,持仓,124.890,-2.4%
113591,胜达转债,119.130,3.94%,2.27,AA-,4.715,123.07,持仓,121.450,-1.9%
128106,华统转债,122.648,1.61%,2.73,AA,4.490,124.26,持仓,124.989,-1.9%
128081,海亮转债,120.180,4.26%,2.12,AA,4.110,124.44,持仓,123.604,-2.8%
128066,亚泰转债,105.150,19.45%,1.46,AA-,3.512,124.60,持仓,104.700,0.4%
127020,中金转债,117.881,7.22%,1.48,AA+,4.767,125.10,持仓,117.871,0.0%
127028,英特转债,108.289,17.12%,1.67,AA+,5.230,125.41,持仓,107.730,0.5%
128037,岩土转债,108.299,17.38%,1.26,AA,2.422,125.68,持仓,108.801,-0.5%
113600,新星转债,124.490,1.92%,2.79,AA-,4.833,126.41,持仓,123.120,1.1%
113610,灵康转债,117.240,9.37%,4.73,AA-,5.134,126.61,持仓,115.820,1.2%
113026,核能转债,118.930,8.00%,1.52,AAA,3.504,126.93,持仓,120.700,-1.5%
123073,同和转债,121.837,5.47%,4.15,A+,5.036,127.31,持仓,122.229,-0.3%
110077,洪城转债,126.570,3.20%,1.44,AA+,5.104,129.77,清仓,126.460,0.1%
113505,杭电转债,112.320,15.93%,1.67,AA,2.395,128.25,清仓,116.550,-3.6%
