代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123111,东财转3,142.551,0.53%,8.37,AA+,5.216,143.08,建仓,142.551,0%
127020,中金转债,125.681,18.51%,1.36,AA+,4.501,144.19,建仓,125.681,0%
110045,海澜转债,117.060,27.38%,1.91,AA+,2.485,144.44,建仓,117.060,0%
113026,核能转债,122.350,-1.95%,1.68,AAA,3.238,120.40,持仓,130.530,-6.3%
128100,搜特转债,112.908,9.52%,3.12,A,4.145,122.43,持仓,113.650,-0.7%
127042,嘉美转债,124.173,9.15%,2.33,AA,5.559,133.32,持仓,124.321,-0.1%
113033,利群转债,111.960,25.18%,1.17,AA,4.200,137.14,持仓,112.090,-0.1%
128066,亚泰转债,117.010,20.52%,1.59,AA-,3.247,137.53,持仓,117.561,-0.5%
113609,永安转债,129.490,8.27%,1.33,AA-,4.849,137.76,持仓,130.930,-1.1%
113610,灵康转债,125.220,14.94%,4.60,AA-,4.868,140.16,持仓,127.620,-1.9%
128087,孚日转债,125.488,15.24%,1.18,AA-,3.915,140.73,持仓,127.270,-1.4%
110057,现代转债,121.680,19.60%,1.18,AAA,3.200,141.28,持仓,122.240,-0.5%
113591,胜达转债,140.100,1.26%,2.75,AA-,4.449,141.36,持仓,138.240,1.3%
128037,岩土转债,117.999,24.00%,1.29,AA,2.156,142.00,持仓,116.863,1.0%
127028,英特转债,126.900,15.22%,1.97,AA+,4.964,142.12,持仓,127.423,-0.4%
128081,海亮转债,137.916,4.65%,2.36,AA,3.844,142.57,持仓,135.300,1.9%
113017,吉视转债,134.930,8.24%,1.24,AA+,1.940,143.17,持仓,121.530,11.0%
123080,海波转债,131.110,12.46%,2.84,A+,4.871,143.57,持仓,130.610,0.4%
113567,君禾转债,136.990,6.72%,4.72,A+,4.123,143.71,持仓,134.640,1.7%
123082,北陆转债,123.695,20.15%,2.42,A+,4.885,143.84,持仓,125.300,-1.3%
128040,华通转债,132.240,13.07%,1.77,AA,2.403,145.31,清仓,131.420,0.6%
128044,岭南转债,124.382,20.51%,1.24,AA-,2.573,144.89,清仓,124.484,-0.1%
127034,绿茵转债,108.163,36.64%,1.40,AA-,5.279,144.80,清仓,108.850,-0.6%
