代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128075,远东转债,129.550,12.16%,1.12,AA,3.808,141.71,建仓,129.550,0%
113601,塞力转债,113.790,28.30%,1.91,AA-,4.715,142.09,建仓,113.790,0%
128100,搜特转债,107.900,11.34%,2.95,A,4.271,119.24,持仓,107.100,0.7%
128087,孚日转债,113.353,19.73%,1.03,AA-,4.041,133.08,持仓,113.095,0.2%
128066,亚泰转债,114.073,19.35%,1.57,AA-,3.373,133.42,持仓,112.760,1.2%
113033,利群转债,107.480,25.99%,1.12,AA,4.326,133.47,持仓,107.220,0.2%
127042,嘉美转债,124.000,11.83%,2.27,AA,5.685,135.83,持仓,125.011,-0.8%
128037,岩土转债,112.201,23.77%,1.23,AA,2.282,135.97,持仓,111.988,0.2%
110057,现代转债,117.690,18.66%,1.15,AAA,3.326,136.35,持仓,117.490,0.2%
113591,胜达转债,132.720,4.36%,2.50,AA-,4.575,137.08,持仓,135.200,-1.8%
127028,英特转债,116.222,22.62%,1.68,AA+,5.090,138.84,持仓,117.200,-0.8%
113610,灵康转债,123.660,18.04%,4.44,AA-,4.995,141.70,持仓,118.850,4.0%
127034,绿茵转债,106.485,35.34%,1.39,AA-,5.405,141.82,持仓,106.350,0.1%
127020,中金转债,125.535,16.71%,1.38,AA+,4.627,142.25,持仓,123.701,1.5%
123063,大禹转债,130.028,12.35%,2.72,AA-,4.649,142.38,持仓,129.060,0.8%
128106,华统转债,134.020,8.44%,2.98,AA,4.351,142.46,持仓,130.400,2.8%
123129,锦鸡转债,122.520,20.00%,3.25,AA-,5.921,142.52,持仓,123.668,-0.9%
113505,杭电转债,124.770,17.79%,1.86,AA,2.255,142.56,持仓,125.310,-0.4%
113609,永安转债,130.240,12.91%,1.28,AA-,4.975,143.15,持仓,130.180,0.0%
128081,海亮转债,137.500,5.74%,2.33,AA,3.970,143.24,持仓,137.230,0.2%
110071,湖盐转债,130.900,15.49%,2.53,AA,4.600,146.39,清仓,128.900,1.6%
123080,海波转债,135.275,9.39%,3.01,A+,4.997,144.67,清仓,130.980,3.3%
