代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
110079,杭银转债,130.470,12.77%,1.01,AAA,5.129,143.24,建仓,130.470,0%
128107,交科转债,137.234,6.69%,1.01,AA+,4.195,143.92,建仓,137.234,0%
128121,宏川转债,128.454,20.23%,4.18,AA-,4.427,148.68,建仓,128.454,0%
128021,兄弟转债,130.850,17.90%,2.04,AA,1.795,148.75,建仓,130.850,0%
128100,搜特转债,104.856,14.77%,2.76,A,4.079,119.63,持仓,105.150,-0.3%
110064,建工转债,141.400,-2.06%,1.14,AA+,3.855,139.34,持仓,139.060,1.7%
113591,胜达转债,128.120,11.23%,2.29,AA-,4.384,139.35,持仓,128.080,0.0%
127042,嘉美转债,133.187,8.28%,2.52,AA,5.493,141.47,持仓,133.743,-0.4%
113033,利群转债,118.910,23.67%,1.26,AA,4.134,142.58,持仓,118.640,0.2%
128087,孚日转债,127.286,17.62%,1.18,AA-,3.849,144.91,持仓,127.179,0.1%
113567,君禾转债,132.410,12.70%,4.31,A+,4.058,145.11,持仓,133.410,-0.7%
128075,远东转债,128.369,16.88%,1.07,AA,3.616,145.25,持仓,129.496,-0.9%
128066,亚泰转债,120.554,24.86%,1.59,AA-,3.181,145.41,持仓,119.541,0.8%
128081,海亮转债,135.606,10.42%,2.20,AA,3.778,146.03,持仓,135.119,0.4%
123080,海波转债,131.394,14.83%,2.79,A+,4.805,146.22,持仓,132.000,-0.5%
127028,英特转债,123.020,24.53%,1.77,AA+,4.899,147.55,持仓,123.811,-0.6%
127040,国泰转债,138.242,9.58%,1.81,AA+,5.400,147.82,持仓,137.400,0.6%
123097,美力转债,129.825,18.12%,2.27,A+,4.959,147.94,持仓,129.811,0.0%
113570,百达转债,131.400,16.96%,2.60,A+,4.077,148.36,持仓,131.160,0.2%
128040,华通转债,134.773,14.26%,1.79,AA,2.337,149.03,持仓,134.419,0.3%
127034,绿茵转债,111.909,37.18%,1.44,AA-,5.214,149.09,清仓,111.421,0.4%
113017,吉视转债,135.300,14.72%,1.17,AA+,1.874,150.02,清仓,132.380,2.2%
127020,中金转债,129.501,19.68%,1.39,AA+,4.436,149.18,清仓,129.018,0.4%
113609,永安转债,123.370,25.96%,1.09,AA-,4.784,149.33,清仓,121.610,1.4%
