代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128145,日丰转债,130.921,3.86%,3.37,AA-,5.367,134.78,建仓,130.921,0%
123118,惠城转债,113.828,21.04%,2.26,A+,5.660,134.87,建仓,113.828,0%
123073,同和转债,121.500,14.84%,3.70,A+,4.964,136.34,建仓,121.500,0%
128100,搜特转债,99.968,10.93%,2.74,A,4.340,110.90,持仓,100.418,-0.4%
113033,利群转债,102.590,20.26%,1.12,AA,4.395,122.85,持仓,102.680,-0.1%
113591,胜达转债,126.860,2.61%,2.43,AA-,4.644,129.47,持仓,124.110,2.2%
127042,嘉美转债,123.970,6.85%,2.37,AA,5.753,130.82,持仓,125.742,-1.4%
128066,亚泰转债,107.156,23.71%,1.42,AA-,3.441,130.87,持仓,106.000,1.1%
127028,英特转债,111.830,19.12%,1.66,AA+,5.159,130.95,持仓,112.012,-0.2%
113609,永安转债,115.450,15.52%,1.11,AA-,5.044,130.97,持仓,113.710,1.5%
128081,海亮转债,128.856,4.40%,2.21,AA,4.038,133.26,持仓,125.800,2.4%
110057,现代转债,113.400,20.03%,1.10,AAA,3.395,133.43,持仓,113.590,-0.2%
113607,伟20转债,131.440,2.54%,5.56,AA,4.984,133.98,持仓,129.080,1.8%
127020,中金转债,118.265,16.01%,1.31,AA+,4.696,134.28,持仓,117.490,0.7%
128037,岩土转债,108.880,25.48%,1.18,AA,2.351,134.36,持仓,108.003,0.8%
123063,大禹转债,121.290,13.09%,2.52,AA-,4.718,134.38,持仓,121.500,-0.2%
123080,海波转债,124.640,10.10%,2.76,A+,5.066,134.74,持仓,122.900,1.4%
113610,灵康转债,113.100,21.87%,3.92,AA-,5.063,134.97,持仓,112.670,0.4%
128106,华统转债,122.150,12.87%,2.61,AA,4.419,135.02,持仓,124.760,-2.1%
113505,杭电转债,122.980,12.35%,1.92,AA,2.323,135.33,持仓,124.840,-1.5%
128087,孚日转债,108.742,19.06%,0.99,AA-,4.110,127.80,清仓,108.203,0.5%
128085,鸿达转债,137.998,1.61%,1.58,B,4.107,139.61,清仓,133.916,3.0%
113026,核能转债,127.300,10.86%,1.54,AAA,3.433,138.16,清仓,130.000,-2.1%
