代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128044,岭南转债,123.870,18.02%,1.25,AA-,2.545,141.89,建仓,123.870,0%
113570,百达转债,126.790,19.42%,2.46,A+,4.115,146.21,建仓,126.790,0%
128120,联诚转债,120.577,26.76%,2.10,A,4.466,147.34,建仓,120.577,0%
128100,搜特转债,107.471,16.07%,2.82,A,4.118,123.54,持仓,108.330,-0.8%
113591,胜达转债,124.700,6.68%,2.32,AA-,4.422,131.38,持仓,127.230,-2.0%
113033,利群转债,115.500,21.21%,1.25,AA,4.173,136.71,持仓,115.300,0.2%
127040,国泰转债,131.900,5.85%,1.79,AA+,5.438,137.75,持仓,134.802,-2.2%
127042,嘉美转债,124.850,15.59%,2.21,AA,5.532,140.44,持仓,125.796,-0.8%
113567,君禾转债,130.630,10.30%,4.35,A+,4.096,140.93,持仓,129.550,0.8%
128087,孚日转债,122.013,19.88%,1.10,AA-,3.888,141.89,持仓,123.736,-1.4%
128066,亚泰转债,114.131,28.71%,1.46,AA-,3.219,142.84,持仓,114.603,-0.4%
113610,灵康转债,117.540,26.03%,3.94,AA-,4.841,143.57,持仓,119.720,-1.8%
113609,永安转债,118.310,25.46%,1.05,AA-,4.822,143.77,持仓,118.590,-0.2%
123097,美力转债,126.881,17.74%,2.22,A+,4.997,144.62,持仓,128.994,-1.6%
128075,远东转债,125.733,18.99%,1.03,AA,3.655,144.72,持仓,127.289,-1.2%
128081,海亮转债,130.382,14.44%,2.04,AA,3.816,144.82,持仓,131.892,-1.1%
113017,吉视转债,125.970,19.03%,1.05,AA+,1.912,145.00,持仓,128.310,-1.8%
128040,华通转债,128.348,18.86%,1.64,AA,2.375,147.21,持仓,127.942,0.3%
128121,宏川转债,127.390,20.09%,4.15,AA-,4.466,147.48,持仓,130.194,-2.2%
110084,贵燃转债,116.930,31.25%,3.65,AA,5.915,148.18,持仓,117.220,-0.2%
110083,苏租转债,118.560,30.34%,1.07,AAA,5.786,148.90,清仓,119.020,-0.4%
123080,海波转债,125.729,22.55%,2.50,A+,4.844,148.28,清仓,126.158,-0.3%
123127,耐普转债,130.100,20.64%,2.96,A+,5.751,150.74,清仓,130.578,-0.4%
