代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
123082,北陆转债,109.500,14.71%,2.31,A+,5.364,124.21,建仓,109.500,0%
110071,湖盐转债,119.100,5.22%,2.48,AA,4.953,124.32,建仓,119.100,0%
128100,搜特转债,79.612,30.45%,1.57,A,4.625,110.06,持仓,80.310,-0.9%
113033,利群转债,100.300,12.32%,1.10,AA,4.679,112.62,持仓,100.780,-0.5%
128013,洪涛转债,106.554,6.55%,1.05,A-,1.005,113.10,持仓,106.928,-0.3%
128087,孚日转债,101.002,12.22%,1.01,AA-,4.395,113.22,持仓,102.303,-1.3%
128085,鸿达转债,118.782,0.09%,1.61,B,4.392,118.87,持仓,123.370,-3.7%
113610,灵康转债,115.800,3.43%,4.54,AA-,5.348,119.23,持仓,116.900,-0.9%
127034,绿茵转债,104.976,15.32%,1.64,AA-,5.759,120.30,持仓,105.109,-0.1%
113609,永安转债,113.270,7.59%,1.18,AA-,5.329,120.86,持仓,113.050,0.2%
123080,海波转债,117.040,3.93%,2.83,A+,5.351,120.97,持仓,117.550,-0.4%
113549,白电转债,111.170,10.30%,1.46,AA,4.304,121.47,持仓,109.900,1.2%
123097,美力转债,116.110,5.64%,2.38,A+,5.504,121.75,持仓,117.412,-1.1%
128081,海亮转债,119.700,3.29%,2.18,AA,4.323,122.99,持仓,119.141,0.5%
111000,起帆转债,111.800,11.63%,2.82,AA-,5.827,123.43,持仓,112.010,-0.2%
127028,英特转债,105.206,18.26%,1.64,AA+,5.444,123.47,持仓,105.825,-0.6%
127020,中金转债,118.986,4.73%,1.49,AA+,4.981,123.72,持仓,118.960,0.0%
123118,惠城转债,114.910,8.98%,2.69,A+,5.945,123.89,持仓,114.980,-0.1%
128057,博彦转债,120.859,3.04%,1.70,AA-,3.608,123.90,持仓,120.667,0.2%
113039,嘉泽转债,119.900,4.50%,2.46,AA,5.077,124.40,持仓,117.530,2.0%
123063,大禹转债,118.000,7.33%,2.54,AA-,5.000,125.33,清仓,121.299,-2.7%
123087,明电转债,128.440,11.26%,3.50,AA-,5.386,139.70,清仓,111.691,15.0%
