代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
110079,杭银转债,126.920,11.25%,1.00,AAA,5.370,138.17,建仓,126.920,0%
128100,搜特转债,104.820,10.27%,2.88,A,4.321,115.09,持仓,103.757,1.0%
128066,亚泰转债,108.163,20.80%,1.47,AA-,3.422,128.96,持仓,107.851,0.3%
113033,利群转债,105.630,23.41%,1.12,AA,4.375,129.04,持仓,105.050,0.6%
128087,孚日转债,110.051,19.34%,1.00,AA-,4.090,129.39,持仓,109.710,0.3%
127042,嘉美转债,127.428,5.90%,2.46,AA,5.734,133.33,持仓,126.363,0.8%
113591,胜达转债,128.790,4.56%,2.43,AA-,4.625,133.35,持仓,127.360,1.1%
113609,永安转债,118.740,15.38%,1.15,AA-,5.025,134.12,持仓,118.190,0.5%
127028,英特转债,115.900,18.92%,1.73,AA+,5.140,134.82,持仓,113.826,1.8%
110057,现代转债,115.400,20.45%,1.11,AAA,3.375,135.85,持仓,114.990,0.4%
113607,伟20转债,136.090,0.39%,5.87,AA,4.964,136.48,持仓,134.120,1.5%
113505,杭电转债,129.880,6.80%,2.13,AA,2.304,136.68,持仓,128.700,0.9%
128106,华统转债,128.400,8.98%,2.84,AA,4.400,137.38,持仓,125.174,2.6%
128037,岩土转债,111.741,25.96%,1.20,AA,2.332,137.70,持仓,111.191,0.5%
127020,中金转债,120.460,17.42%,1.32,AA+,4.677,137.88,持仓,120.477,-0.0%
113601,塞力转债,110.950,27.12%,1.88,AA-,4.764,138.07,持仓,109.800,1.0%
128085,鸿达转债,135.266,3.10%,1.53,B,4.088,138.37,持仓,136.700,-1.0%
123063,大禹转债,124.060,14.57%,2.54,AA-,4.699,138.63,持仓,123.703,0.3%
113610,灵康转债,116.420,22.24%,4.02,AA-,5.044,138.66,持仓,115.830,0.5%
128081,海亮转债,134.400,4.94%,2.30,AA,4.019,139.34,持仓,134.008,0.3%
123080,海波转债,127.990,12.54%,2.77,A+,5.047,140.53,清仓,126.099,1.5%
