代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128026,众兴转债,121.570,13.20%,1.59,AA-,2.266,134.77,建仓,121.570,0%
123024,岱勒转债,122.521,13.20%,3.17,A+,2.537,135.72,建仓,122.521,0%
110057,现代转债,119.650,16.21%,1.22,AAA,3.564,135.86,建仓,119.650,0%
123073,同和转债,123.555,12.83%,3.94,A+,5.134,136.39,建仓,123.555,0%
128100,搜特转债,109.443,8.11%,2.08,A,4.510,117.55,持仓,106.533,2.7%
128087,孚日转债,108.975,14.84%,1.05,AA-,4.279,123.81,持仓,107.630,1.2%
113033,利群转债,107.040,18.54%,1.20,AA,4.564,125.58,持仓,107.190,-0.1%
113609,永安转债,122.150,7.71%,1.28,AA-,5.214,129.86,持仓,121.490,0.5%
127034,绿茵转债,107.369,24.34%,1.54,AA-,5.644,131.71,持仓,106.951,0.4%
128066,亚泰转债,108.787,23.13%,1.46,AA-,3.611,131.92,持仓,108.400,0.4%
113591,胜达转债,116.250,15.98%,1.99,AA-,4.814,132.23,持仓,116.550,-0.3%
123097,美力转债,123.900,8.88%,2.38,A+,5.389,132.78,持仓,123.260,0.5%
128063,未来转债,120.836,12.10%,3.44,AA-,3.573,132.94,持仓,120.200,0.5%
123063,大禹转债,122.300,11.24%,2.63,AA-,4.888,133.54,持仓,121.795,0.4%
127028,英特转债,111.635,21.91%,1.65,AA+,5.329,133.55,持仓,111.260,0.3%
123118,惠城转债,120.034,14.04%,2.72,A+,5.830,134.07,持仓,120.000,0.0%
128037,岩土转债,115.948,18.63%,1.33,AA,2.521,134.58,持仓,113.499,2.2%
113610,灵康转债,119.200,15.45%,4.51,AA-,5.233,134.65,持仓,119.230,-0.0%
123082,北陆转债,120.948,13.72%,2.52,A+,5.249,134.67,持仓,120.399,0.5%
127020,中金转债,135.300,0.07%,1.78,AA+,4.866,135.37,持仓,131.836,2.6%
128143,锋龙转债,125.592,10.87%,4.16,A+,5.337,136.46,清仓,123.123,2.0%
123062,三超转债,123.777,12.66%,3.03,A,4.885,136.44,清仓,123.408,0.3%
127018,本钢转债,142.860,-3.22%,1.24,AAA,4.808,139.64,清仓,131.196,8.9%
123080,海波转债,125.701,11.29%,2.78,A+,5.236,136.99,清仓,123.781,1.6%
