代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128106,华统转债,123.141,7.24%,2.60,AA,4.468,130.38,建仓,123.141,0%
113505,杭电转债,114.600,16.57%,1.69,AA,2.373,131.17,建仓,114.600,0%
123100,朗科转债,122.750,8.46%,3.45,AA-,5.304,131.21,建仓,122.750,0%
128100,搜特转债,102.244,6.86%,1.97,A,4.389,109.10,持仓,102.210,0.0%
113033,利群转债,104.140,17.55%,1.18,AA,4.444,121.69,持仓,104.160,-0.0%
128087,孚日转债,105.999,17.20%,1.00,AA-,4.159,123.20,持仓,106.300,-0.3%
127042,嘉美转债,122.910,0.94%,2.63,AA,5.803,123.85,持仓,119.743,2.6%
127028,英特转债,109.440,18.17%,1.67,AA+,5.208,127.61,持仓,109.360,0.1%
113610,灵康转债,113.790,15.00%,4.37,AA-,5.112,128.79,持仓,113.460,0.3%
113609,永安转债,112.570,16.24%,1.09,AA-,5.093,128.81,持仓,113.000,-0.4%
113607,伟20转债,129.590,-0.05%,6.12,AA,5.033,129.54,持仓,130.090,-0.4%
128066,亚泰转债,106.320,23.36%,1.43,AA-,3.490,129.68,持仓,107.138,-0.8%
128081,海亮转债,123.188,6.67%,2.13,AA,4.088,129.86,持仓,123.000,0.2%
113628,晨丰转债,108.370,21.49%,1.78,A,5.841,129.86,持仓,108.530,-0.1%
128037,岩土转债,108.929,21.46%,1.22,AA,2.400,130.39,持仓,109.442,-0.5%
127020,中金转债,125.804,5.14%,1.61,AA+,4.745,130.94,持仓,125.500,0.2%
113549,白电转债,124.290,6.66%,1.73,AA,4.068,130.95,持仓,125.520,-1.0%
123082,北陆转债,113.219,18.18%,2.27,A+,5.129,131.40,持仓,113.861,-0.6%
123063,大禹转债,118.695,13.30%,2.51,AA-,4.767,132.00,持仓,118.601,0.1%
123080,海波转债,116.423,15.92%,2.47,A+,5.115,132.34,持仓,116.800,-0.3%
127034,绿茵转债,103.968,30.94%,1.42,AA-,5.523,134.91,清仓,104.089,-0.1%
113591,胜达转债,132.340,0.63%,2.61,AA-,4.693,132.97,清仓,121.950,8.5%
128143,锋龙转债,119.171,13.22%,3.87,A+,5.216,132.39,清仓,120.591,-1.2%
