代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113505,杭电转债,116.350,11.32%,1.80,AA,2.433,127.67,建仓,116.350,0%
110077,洪城转债,125.450,3.29%,1.42,AA+,5.142,128.74,建仓,125.450,0%
128106,华统转债,121.793,7.26%,2.57,AA,4.529,129.05,建仓,121.793,0%
113549,白电转债,129.740,-0.21%,1.90,AA,4.129,129.53,建仓,129.740,0%
113600,新星转债,124.720,5.48%,2.70,AA-,4.871,130.20,建仓,124.720,0%
128100,搜特转债,103.112,8.47%,1.95,A,4.449,111.58,持仓,104.350,-1.2%
128087,孚日转债,104.411,15.45%,1.00,AA-,4.219,119.86,持仓,104.926,-0.5%
113033,利群转债,104.150,17.75%,1.18,AA,4.504,121.90,持仓,104.330,-0.2%
127020,中金转债,118.174,7.71%,1.45,AA+,4.805,125.88,持仓,120.368,-1.8%
113628,晨丰转债,108.000,17.93%,1.83,A,5.901,125.93,持仓,108.160,-0.1%
127042,嘉美转债,116.220,9.90%,2.28,AA,5.863,126.12,持仓,117.811,-1.4%
113591,胜达转债,114.640,11.58%,2.04,AA-,4.753,126.22,持仓,117.080,-2.1%
128037,岩土转债,108.900,18.04%,1.25,AA,2.460,126.94,持仓,109.510,-0.6%
113607,伟20转债,127.500,-0.07%,6.03,AA,5.093,127.43,持仓,129.960,-1.9%
127028,英特转债,107.120,22.27%,1.58,AA+,5.268,129.39,持仓,107.400,-0.3%
123082,北陆转债,114.700,14.70%,2.37,A+,5.189,129.40,持仓,117.395,-2.3%
128133,奇正转债,118.525,11.06%,4.91,AA,4.981,129.59,持仓,121.105,-2.1%
113609,永安转债,112.040,17.75%,1.07,AA-,5.153,129.79,持仓,112.490,-0.4%
128081,海亮转债,123.720,6.09%,2.15,AA,4.148,129.81,持仓,122.680,0.8%
128066,亚泰转债,104.053,26.09%,1.37,AA-,3.551,130.14,持仓,103.998,0.1%
127027,靖远转债,120.112,7.76%,0.98,AA+,5.197,127.87,清仓,121.348,-1.0%
113610,灵康转债,112.930,17.29%,4.21,AA-,5.173,130.22,清仓,111.700,1.1%
127034,绿茵转债,103.750,27.18%,1.45,AA-,5.584,130.93,清仓,104.060,-0.3%
110063,鹰19转债,118.680,11.83%,0.97,AA+,4.205,130.51,清仓,119.890,-1.0%
110047,山鹰转债,118.730,13.24%,0.97,AA+,3.148,131.97,清仓,119.270,-0.5%
