代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
128087,孚日转债,108.102,15.00%,1.02,AA-,4.123,123.10,建仓,108.102,0%
113505,杭电转债,116.690,16.69%,1.75,AA,2.337,133.38,建仓,116.690,0%
128085,鸿达转债,132.680,1.32%,1.53,B,4.121,134.00,建仓,132.680,0%
128100,搜特转债,99.930,9.38%,2.78,A,4.353,109.31,持仓,100.140,-0.2%
113033,利群转债,102.620,18.90%,1.13,AA,4.408,121.52,持仓,103.010,-0.4%
113591,胜达转债,122.600,5.29%,2.29,AA-,4.658,127.89,持仓,121.490,0.9%
128081,海亮转债,122.954,4.97%,2.10,AA,4.052,127.92,持仓,122.389,0.5%
127020,中金转债,117.050,12.67%,1.34,AA+,4.710,129.72,持仓,117.660,-0.5%
127028,英特转债,111.335,18.49%,1.66,AA+,5.173,129.82,持仓,109.620,1.6%
127042,嘉美转债,125.128,4.89%,2.44,AA,5.767,130.02,持仓,127.771,-2.1%
113607,伟20转债,127.110,3.47%,5.33,AA,4.997,130.58,持仓,125.960,0.9%
128106,华统转债,121.793,8.79%,2.70,AA,4.433,130.58,持仓,120.926,0.7%
110057,现代转债,112.660,17.96%,1.11,AAA,3.408,130.62,持仓,114.070,-1.2%
128066,亚泰转债,105.541,26.73%,1.37,AA-,3.455,132.27,持仓,105.572,-0.0%
123063,大禹转债,118.383,14.13%,2.43,AA-,4.732,132.51,持仓,117.863,0.4%
113026,核能转债,129.000,3.67%,1.67,AAA,3.447,132.67,持仓,128.670,0.3%
113609,永安转债,112.200,20.93%,1.03,AA-,5.058,133.13,持仓,112.280,-0.1%
113610,灵康转债,112.200,21.36%,3.90,AA-,5.077,133.56,持仓,112.120,0.1%
128037,岩土转债,107.459,26.66%,1.15,AA,2.364,134.12,持仓,107.109,0.3%
123080,海波转债,122.000,12.48%,2.64,A+,5.079,134.48,持仓,123.822,-1.5%
128091,新天转债,127.560,8.04%,2.52,A+,4.159,135.60,清仓,127.031,0.4%
113549,白电转债,119.940,15.24%,1.52,AA,4.033,135.18,清仓,120.030,-0.1%
113541,荣晟转债,143.780,11.33%,2.09,AA-,3.718,155.11,清仓,126.660,13.5%
