代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
111000,起帆转债,104.960,7.53%,2.75,AA-,5.937,112.49,建仓,104.960,0%
123092,天壕转债,109.050,7.81%,1.34,A+,5.521,116.86,建仓,109.050,0%
113610,灵康转债,103.390,13.69%,3.69,AA-,5.458,117.08,建仓,103.390,0%
128013,洪涛转债,107.230,-0.09%,1.11,AA-,1.115,107.14,持仓,105.681,1.5%
128085,鸿达转债,104.730,3.41%,1.38,B,4.501,108.14,持仓,104.600,0.1%
128087,孚日转债,101.100,9.10%,1.04,AA,4.504,110.20,持仓,101.600,-0.5%
113033,利群转债,99.210,12.17%,1.09,AA,4.789,111.38,持仓,99.520,-0.3%
127033,中装转2,100.078,13.85%,1.18,AA,5.830,113.93,持仓,100.013,0.1%
128081,海亮转债,108.498,5.57%,1.95,AA,4.433,114.07,持仓,107.780,0.7%
123086,海兰转债,107.100,7.00%,2.70,AA-,5.485,114.10,持仓,107.200,-0.1%
123097,美力转债,108.275,6.45%,2.22,A+,5.614,114.73,持仓,108.150,0.1%
127028,英特转债,106.750,9.20%,1.80,AA+,5.553,115.95,持仓,107.210,-0.4%
123063,大禹转债,109.122,7.13%,2.35,AA-,5.112,116.25,持仓,108.357,0.7%
123089,九洲转2,114.873,1.43%,1.45,AA-,5.515,116.30,持仓,117.293,-2.1%
110071,湖盐转债,106.190,10.25%,2.08,AA,5.063,116.44,持仓,106.470,-0.3%
128082,华锋转债,111.389,5.17%,1.67,A+,4.466,116.56,持仓,112.662,-1.1%
123102,华自转债,116.150,0.71%,1.45,AA-,5.734,116.86,持仓,116.736,-0.5%
123080,海波转债,106.974,10.21%,2.44,A+,5.460,117.18,持仓,108.050,-1.0%
123106,正丹转债,105.400,11.79%,2.35,AA-,5.767,117.19,持仓,107.471,-1.9%
113505,杭电转债,103.170,14.13%,1.56,AA,2.718,117.30,持仓,103.250,-0.1%
113568,新春转债,111.440,8.83%,1.43,AA-,4.718,120.27,清仓,110.050,1.3%
113609,永安转债,116.950,0.59%,1.30,AA-,5.438,117.54,清仓,119.310,-2.0%
128064,司尔转债,116.300,2.71%,1.14,AA,3.811,119.01,清仓,117.947,-1.4%
