代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113039,嘉泽转债,111.030,-1.75%,2.23,AA,5.184,109.28,建仓,111.030,0%
123087,明电转债,105.000,8.66%,2.93,AA-,5.493,113.66,建仓,105.000,0%
127035,濮耐转债,106.021,9.99%,1.42,AA,4.937,116.01,建仓,106.021,0%
128085,鸿达转债,103.877,2.56%,1.38,B,4.499,106.44,持仓,104.730,-0.8%
128013,洪涛转债,106.282,1.89%,1.08,AA-,1.112,108.17,持仓,107.230,-0.9%
128087,孚日转债,101.038,7.99%,1.05,AA,4.501,109.03,持仓,101.100,-0.1%
113033,利群转债,99.150,12.10%,1.09,AA,4.786,111.25,持仓,99.210,-0.1%
128081,海亮转债,108.200,4.25%,1.97,AA,4.430,112.45,持仓,108.498,-0.3%
111000,起帆转债,104.320,8.17%,2.72,AA-,5.934,112.49,持仓,104.960,-0.6%
127033,中装转2,100.030,13.39%,1.19,AA,5.827,113.42,持仓,100.078,-0.0%
110071,湖盐转债,106.780,7.61%,2.14,AA,5.060,114.39,持仓,106.190,0.6%
113505,杭电转债,105.560,9.11%,1.67,AA,2.715,114.67,持仓,103.170,2.3%
127028,英特转债,107.277,8.09%,1.83,AA+,5.551,115.37,持仓,106.750,0.5%
123097,美力转债,110.060,5.32%,2.28,A+,5.611,115.38,持仓,108.275,1.6%
123086,海兰转债,108.495,7.31%,2.73,AA-,5.482,115.81,持仓,107.100,1.3%
123080,海波转债,106.623,9.65%,2.45,A+,5.458,116.27,持仓,106.974,-0.3%
123063,大禹转债,108.693,7.80%,2.33,AA-,5.110,116.49,持仓,109.122,-0.4%
123106,正丹转债,106.236,10.34%,2.40,AA-,5.764,116.58,持仓,105.400,0.8%
113610,灵康转债,103.390,13.40%,3.70,AA-,5.455,116.79,持仓,103.390,0.0%
123092,天壕转债,110.885,5.99%,1.39,A+,5.518,116.88,持仓,109.050,1.7%
123089,九洲转2,116.881,1.20%,1.47,AA-,5.512,118.08,清仓,117.293,-0.4%
128082,华锋转债,112.289,4.83%,1.69,A+,4.463,117.12,清仓,112.662,-0.3%
123102,华自转债,117.584,-0.01%,1.48,AA-,5.732,117.57,清仓,116.736,0.7%
