代 码,转债名称,现 价,溢价率,市净率,评级,剩余年限,双低,操作,建仓价,盈亏
113017,吉视转债,115.670,14.64%,1.00,AA+,1.989,130.31,建仓,115.670,0%
128127,文科转债,113.025,26.21%,1.00,AA-,4.636,139.24,建仓,113.025,0%
128075,远东转债,129.403,11.30%,1.13,AA,3.732,140.70,建仓,129.403,0%
128100,搜特转债,108.616,10.66%,2.99,A,4.195,119.28,持仓,108.730,-0.1%
127042,嘉美转债,125.890,8.13%,2.38,AA,5.608,134.02,持仓,124.624,1.0%
128087,孚日转债,118.483,16.41%,1.10,AA-,3.964,134.89,持仓,118.000,0.4%
113591,胜达转债,129.920,4.99%,2.44,AA-,4.499,134.91,持仓,128.250,1.3%
113033,利群转债,110.370,25.19%,1.15,AA,4.249,135.56,持仓,110.520,-0.1%
113610,灵康转债,125.310,10.32%,4.79,AA-,4.918,135.63,持仓,123.770,1.2%
128037,岩土转债,115.044,21.30%,1.29,AA,2.205,136.34,持仓,114.343,0.6%
128066,亚泰转债,116.763,19.73%,1.60,AA-,3.296,136.49,持仓,117.500,-0.6%
128081,海亮转债,134.023,4.14%,2.31,AA,3.893,138.16,持仓,132.983,0.8%
127028,英特转债,125.297,12.91%,1.99,AA+,5.014,138.21,持仓,124.720,0.5%
123080,海波转债,126.725,12.20%,2.75,A+,4.921,138.92,持仓,127.046,-0.3%
127020,中金转债,123.303,16.51%,1.36,AA+,4.551,139.81,持仓,123.805,-0.4%
113570,百达转债,127.840,12.21%,2.64,A+,4.192,140.05,持仓,127.880,-0.0%
113567,君禾转债,129.500,10.76%,4.29,A+,4.173,140.26,持仓,129.070,0.3%
123063,大禹转债,132.001,8.43%,2.86,AA-,4.573,140.43,持仓,132.712,-0.5%
128044,岭南转债,121.560,19.13%,1.21,AA-,2.622,140.69,持仓,121.105,0.4%
123097,美力转债,133.252,8.00%,2.55,A+,5.074,141.25,持仓,132.502,0.6%
113535,大业转债,120.890,22.89%,1.86,AA,2.353,143.78,清仓,122.760,-1.5%
113609,永安转债,135.520,7.33%,1.41,AA-,4.899,142.85,清仓,136.520,-0.7%
110057,现代转债,123.840,18.75%,1.21,AAA,3.249,142.59,清仓,122.090,1.4%
